year,geo_name,geo,uninsured_adults
2015,"Isle of Wight County","05000US51093",0.145
2015,"Clarion County","05000US42031",0.145
2017,"Pike County","05000US39131",0.145
2016,"Jefferson County","05000US19101",0.145
2017,"Rawlins County","05000US20153",0.145
2017,"Meade County","05000US46093",0.145
2017,"King William County","05000US51101",0.145
2017,"Greenbrier County","05000US54025",0.145
2016,"Clay County, MO","05000US29047",0.145
2017,"Wayne County","05000US21231",0.145
2015,"Jersey County","05000US17083",0.145
2017,"Wayne County, OH","05000US39169",0.145
2015,"Monmouth County, NJ","05000US34025",0.145
2017,"Phillips County","05000US20147",0.145
2017,"Sumner County, TN","05000US47165",0.145
2017,"Gilmer County","05000US54021",0.145
2017,"Potter County","05000US46107",0.145
2017,"Utah County, UT","05000US49049",0.145
2016,"Barry County","05000US26015",0.145
2017,"Upshur County","05000US54097",0.145
2017,"Wayne County","05000US54099",0.145
2017,"Calhoun County","05000US54013",0.145
2015,"Ford County","05000US17053",0.145
2016,"Northumberland County","05000US42097",0.145
2017,"Laramie County","05000US56021",0.145
2017,"Douglas County, NE","05000US31055",0.145
2016,"Marquette County","05000US55077",0.145
2017,"Platte County","05000US31141",0.145
2016,"Langlade County","05000US55067",0.145
2016,"Clarke County","05000US19039",0.145
2015,"Bond County","05000US17005",0.145
2016,"Will County, IL","05000US17197",0.145
2016,"Stark County","05000US17175",0.145
2017,"Clay County","05000US21051",0.145
2015,"Griggs County","05000US38039",0.145
2016,"James City County","05000US51095",0.145
2015,"Warren County","05000US42123",0.144
2016,"St. Louis County, MO","05000US29189",0.144
2017,"Columbia County, GA","05000US13073",0.144
2017,"Cumberland County","05000US21057",0.144
2017,"Baker County","05000US41001",0.144
2017,"Ralls County","05000US29173",0.144
2016,"LaMoure County","05000US38045",0.144
2015,"Osceola County","05000US19143",0.144
2017,"Pulaski County","05000US51155",0.144
2015,"Union County","05000US42119",0.144
2017,"Sullivan County","05000US42113",0.144
2017,"Mountrail County","05000US38061",0.144
2016,"Sioux County","05000US19167",0.144
2017,"Orange County, NC","05000US37135",0.144
2017,"Jefferson County","05000US05069",0.144
2016,"York County, ME","05000US23031",0.144
2017,"Barbour County","05000US54001",0.144
2016,"Champaign County","05000US39021",0.144
2017,"Woodbury County, IA","05000US19193",0.144
2017,"Cleveland County","05000US05025",0.144
2016,"Wright County","05000US19197",0.144
2016,"Union County","05000US42119",0.144
2016,"Clay County","05000US20027",0.144
2016,"Appanoose County","05000US19007",0.144
2015,"Lincoln County","05000US31111",0.144
2015,"Androscoggin County, ME","05000US23001",0.144
2017,"Spotsylvania County, VA","05000US51177",0.144
2015,"Pierce County","05000US31139",0.144
2017,"Jackson County","05000US20085",0.144
2017,"Kingman County","05000US20095",0.144
2017,"Richardson County","05000US31147",0.144
2016,"Henry County","05000US39069",0.144
2015,"Madison County, IL","05000US17119",0.144
2015,"Muscatine County","05000US19139",0.144
2017,"Pike County","05000US18125",0.144
2015,"Thayer County","05000US31169",0.144
2017,"Cape Girardeau County","05000US29031",0.144
2016,"Otsego County","05000US36077",0.144
2017,"Pitkin County","05000US08097",0.144
2017,"Neosho County","05000US20133",0.144
2016,"McKenzie County","05000US38053",0.144
2016,"Eureka County","05000US32011",0.144
2017,"Baraga County","05000US26013",0.144
2017,"Bergen County, NJ","05000US34003",0.144
2017,"Shawnee County, KS","05000US20177",0.144
2016,"Carbon County","05000US42025",0.144
2016,"Stephenson County","05000US17177",0.144
2015,"Clark County","05000US17023",0.144
2017,"Ripley County","05000US18137",0.144
2016,"Ionia County","05000US26067",0.144
2015,"McHenry County, IL","05000US17111",0.144
2017,"Bath County","05000US21011",0.144
2017,"Deschutes County, OR","05000US41017",0.143
2017,"Ohio County","05000US18115",0.143
2016,"Nelson County","05000US38063",0.143
2017,"Powell County","05000US21197",0.143
2016,"Edwards County","05000US17047",0.143
2015,"Nelson County","05000US38063",0.143
2016,"Portage County, OH","05000US39133",0.143
2016,"Washburn County","05000US55129",0.143
2016,"Hancock County","05000US18059",0.143
2016,"Venango County","05000US42121",0.143
2016,"Kenosha County, WI","05000US55059",0.143
2017,"Josephine County","05000US41033",0.143
2015,"Shelby County, AL","05000US01117",0.143
2017,"Fluvanna County","05000US51065",0.143
2016,"Crawford County","05000US17033",0.143
2017,"Androscoggin County, ME","05000US23001",0.143
2015,"Oakland County, MI","05000US26125",0.143
2017,"Warren County","05000US18171",0.143
2017,"Van Buren County","05000US26159",0.143
2016,"Peoria County, IL","05000US17143",0.143
2015,"Hettinger County","05000US38041",0.143
2016,"Yankton County","05000US46135",0.143
2017,"Cass County","05000US26027",0.143
2017,"Lane County, OR","05000US41039",0.143
2017,"Clinton County","05000US21053",0.143
2016,"Osceola County","05000US19143",0.143
2017,"Spencer County","05000US18147",0.143
2016,"Christian County","05000US17021",0.143
2015,"Hamilton County","05000US36041",0.143
2017,"Greene County","05000US05055",0.143
2016,"Dauphin County, PA","05000US42043",0.143
2015,"Barry County","05000US26015",0.143
2016,"Massac County","05000US17127",0.143
2017,"St. Joseph County","05000US26149",0.143
2017,"Henrico County, VA","05000US51087",0.143
2017,"Moffat County","05000US08081",0.143
2015,"DuPage County, IL","05000US17043",0.143
2015,"Sauk County","05000US55111",0.143
2017,"Iosco County","05000US26069",0.143
2017,"Pueblo County, CO","05000US08101",0.143
2017,"Gogebic County","05000US26053",0.143
2016,"Cumberland County","05000US17035",0.143
2017,"Autauga County","05000US01001",0.142
2015,"Dickinson County","05000US26043",0.142
2017,"Johnson County","05000US29101",0.142
2017,"Ouachita County","05000US05103",0.142
2016,"Schuylkill County, PA","05000US42107",0.142
2016,"Buffalo County","05000US31019",0.142
2015,"Hughes County","05000US46065",0.142
2015,"Lackawanna County, PA","05000US42069",0.142
2017,"Huntington County","05000US18069",0.142
2016,"Marin County, CA","05000US06041",0.142
2016,"Fulton County","05000US42057",0.142
2017,"Sacramento County, CA","05000US06067",0.142
2017,"Shelby County","05000US21211",0.142
2016,"Isle of Wight County","05000US51093",0.142
2016,"San Mateo County, CA","05000US06081",0.142
2015,"Clearfield County","05000US42033",0.142
2016,"Richland County","05000US55103",0.142
2017,"Mercer County, NJ","05000US34021",0.142
2015,"Adams County","05000US17001",0.142
2017,"Harlan County","05000US21095",0.142
2016,"Cattaraugus County","05000US36009",0.142
2017,"Yamhill County, OR","05000US41071",0.142
2016,"Delaware County","05000US36025",0.142
2015,"Essex County","05000US36031",0.142
2017,"Sumner County","05000US20191",0.142
2017,"Schoolcraft County","05000US26153",0.142
2015,"Riley County","05000US20161",0.142
2017,"Bland County","05000US51021",0.142
2016,"Rockland County, NY","05000US36087",0.142
2017,"Box Elder County","05000US49003",0.142
2017,"Labette County","05000US20099",0.142
2015,"Suffolk County, NY","05000US36103",0.142
2017,"Decatur County","05000US20039",0.142
2017,"Coshocton County","05000US39031",0.142
2017,"Ashland County","05000US39005",0.142
2017,"Floyd County","05000US18043",0.142
2015,"Divide County","05000US38023",0.142
2017,"Emmons County","05000US38029",0.142
2017,"Kidder County","05000US38043",0.142
2016,"Sauk County","05000US55111",0.141
2017,"Tooele County","05000US49045",0.141
2016,"Roanoke County","05000US51161",0.141
2017,"Fremont County","05000US08043",0.141
2017,"Morris County","05000US20127",0.141
2017,"Bedford County","05000US51019",0.141
2017,"Branch County","05000US26023",0.141
2016,"Pierce County","05000US31139",0.141
2015,"Lake County, OH","05000US39085",0.141
2017,"Cedar County","05000US31027",0.141
2017,"Mariposa County","05000US06043",0.141
2015,"Rockland County, NY","05000US36087",0.141
2015,"Monona County","05000US19133",0.141
2017,"Jackson County","05000US39079",0.141
2015,"Lawrence County","05000US42073",0.141
2016,"Pine County","05000US27115",0.141
2017,"Kittitas County","05000US53037",0.141
2016,"Ottawa County, MI","05000US26139",0.141
2015,"Mercer County","05000US17131",0.141
2017,"Daggett County","05000US49009",0.141
2015,"Marshall County","05000US17123",0.141
2015,"Midland County","05000US26111",0.141
2015,"Racine County, WI","05000US55101",0.141
2017,"Mingo County","05000US54059",0.141
2017,"Cheshire County","05000US33005",0.141
2017,"Ada County, ID","05000US16001",0.141
2016,"Clarion County","05000US42031",0.141
2017,"Dixon County","05000US31051",0.141
2016,"Ottawa County","05000US39123",0.141
2017,"Manistee County","05000US26101",0.141
2016,"Clarke County","05000US51043",0.141
2017,"Hanson County","05000US46061",0.141
2017,"Lincoln County","05000US21137",0.141
2015,"Wells County","05000US38103",0.141
2015,"Grant County","05000US55043",0.141
2015,"Wyoming County","05000US42131",0.141
2015,"Marquette County","05000US55077",0.141
2017,"Morgan County","05000US54065",0.141
2015,"Orange County, NY","05000US36071",0.141
2015,"Orleans County","05000US36073",0.141
2015,"Jefferson County","05000US31095",0.141
2017,"Jerauld County","05000US46073",0.141
2017,"Green County","05000US21087",0.141
2016,"Lee County","05000US17103",0.14
2016,"Bond County","05000US17005",0.14
2017,"Milwaukee County, WI","05000US55079",0.14
2015,"Cecil County, MD","05000US24015",0.14
2016,"Shelby County","05000US39149",0.14
2015,"Randolph County","05000US17157",0.14
2015,"Jefferson County, NY","05000US36045",0.14
2017,"Cape May County","05000US34009",0.14
2017,"Sullivan County","05000US33019",0.14
2017,"Salem city","05000US51775",0.14
2016,"Pottawatomie County","05000US20149",0.14
2015,"Richland County","05000US55103",0.14
2015,"Rock County, WI","05000US55105",0.14
2015,"Nemaha County","05000US20131",0.14
2017,"Warren County, KY","05000US21227",0.14
2016,"Nemaha County","05000US20131",0.14
2016,"Thayer County","05000US31169",0.14
2015,"Cook County","05000US27031",0.14
2017,"Wells County","05000US18179",0.14
2017,"San Miguel County","05000US08113",0.14
2015,"Huntingdon County","05000US42061",0.14
2017,"Cole County","05000US29051",0.14
2016,"Hancock County","05000US39063",0.14
2017,"Summit County","05000US08117",0.14
2016,"Red Willow County","05000US31145",0.14
2017,"Perkins County","05000US31135",0.14
2017,"Summers County","05000US54089",0.14
2016,"Nemaha County","05000US31127",0.14
2015,"Warrick County","05000US18173",0.14
2017,"Wyoming County","05000US54109",0.14
2016,"Cumberland County, ME","05000US23005",0.14
2016,"Codington County","05000US46029",0.14
2015,"Will County, IL","05000US17197",0.14
2016,"Howard County","05000US19089",0.14
2015,"Washington County","05000US19183",0.14
2017,"Campbell County","05000US56005",0.14
2017,"Frontier County","05000US31063",0.14
2017,"Deuel County","05000US31049",0.14
2017,"Ontonagon County","05000US26131",0.14
2015,"Boone County","05000US31011",0.14
2016,"Ward County","05000US38101",0.14
2016,"Aitkin County","05000US27001",0.14
2017,"Grant County","05000US41023",0.14
2015,"Elbert County","05000US08039",0.14
2017,"Lafayette County","05000US55065",0.14
2015,"Sangamon County, IL","05000US17167",0.14
2017,"Fayette County, GA","05000US13113",0.14
2017,"Floyd County","05000US21071",0.14
2015,"Columbia County","05000US36021",0.14
2016,"Armstrong County","05000US42005",0.14
2017,"Wexford County","05000US26165",0.14
2015,"Brown County","05000US17009",0.139
2015,"Montgomery County","05000US36057",0.139
2015,"Union County","05000US19175",0.139
2016,"Burke County","05000US38013",0.139
2017,"Hamlin County","05000US46057",0.139
2016,"Montgomery County","05000US36057",0.139
2015,"James City County","05000US51095",0.139
2017,"Northumberland County","05000US42097",0.139
2017,"Reno County","05000US20155",0.139
2015,"Boone County, KY","05000US21015",0.139
2017,"Montcalm County","05000US26117",0.139
2017,"Tipton County","05000US18159",0.139
2016,"Huntingdon County","05000US42061",0.139
2016,"Walworth County, WI","05000US55127",0.139
2015,"Herkimer County","05000US36043",0.139
2017,"Highland County","05000US39071",0.139
2017,"Osceola County","05000US26133",0.139
2015,"McPherson County","05000US20113",0.139
2015,"Montgomery County","05000US17135",0.139
2017,"Knox County","05000US21121",0.139
2016,"Kingsbury County","05000US46077",0.139
2015,"Seneca County","05000US36099",0.139
2016,"Wells County","05000US38103",0.139
2015,"Fairfield County, OH","05000US39045",0.139
2017,"Hillsdale County","05000US26059",0.139
2017,"Garrard County","05000US21079",0.139
2016,"Monroe County","05000US55081",0.139
2017,"Pend Oreille County","05000US53051",0.139
2015,"Henry County","05000US19087",0.139
2016,"Davison County","05000US46035",0.139
2017,"Bon Homme County","05000US46009",0.139
2016,"Ramsey County, MN","05000US27123",0.139
2017,"Elliott County","05000US21063",0.139
2016,"Mercer County","05000US39107",0.139
2017,"Antelope County","05000US31003",0.139
2017,"Grant County","05000US54023",0.139
2016,"Wabaunsee County","05000US20197",0.139
2015,"Clinton County","05000US42035",0.139
2016,"San Francisco County, CA","05000US06075",0.139
2017,"Douglas County, OR","05000US41019",0.139
2017,"Nodaway County","05000US29147",0.138
2016,"Hubbard County","05000US27057",0.138
2015,"Dauphin County, PA","05000US42043",0.138
2015,"Cameron County","05000US42023",0.138
2017,"Albemarle County, VA","05000US51003",0.138
2015,"Wood County, OH","05000US39173",0.138
2017,"Jackson County","05000US55053",0.138
2015,"Mower County","05000US27099",0.138
2016,"Lake County, OH","05000US39085",0.138
2015,"Ottawa County, MI","05000US26139",0.138
2015,"Auglaize County","05000US39011",0.138
2015,"Lyon County","05000US19119",0.138
2016,"Pembina County","05000US38067",0.138
2017,"Nicholas County","05000US54067",0.138
2015,"Monroe County, MI","05000US26115",0.138
2016,"Grand Forks County","05000US38035",0.138
2017,"Dubois County","05000US18037",0.138
2016,"Warrick County","05000US18173",0.138
2017,"Yates County","05000US36123",0.138
2017,"Whitley County","05000US18183",0.138
2015,"Steuben County, NY","05000US36101",0.138
2017,"Graham County","05000US20065",0.138
2017,"Cowlitz County, WA","05000US53015",0.138
2017,"Pratt County","05000US20151",0.138
2017,"Republic County","05000US20157",0.138
2017,"Benton County, WA","05000US53005",0.138
2017,"Breckinridge County","05000US21027",0.138
2017,"Radford city","05000US51750",0.138
2015,"York County","05000US31185",0.138
2017,"Boone County, MO","05000US29019",0.138
2015,"Nemaha County","05000US31127",0.138
2017,"Nance County","05000US31125",0.138
2017,"Merrick County","05000US31121",0.138
2015,"Effingham County","05000US17049",0.138
2015,"Kennebec County, ME","05000US23011",0.138
2015,"Henry County","05000US17073",0.138
2017,"Logan County","05000US54045",0.137
2015,"Kenosha County, WI","05000US55059",0.137
2015,"Douglas County","05000US55031",0.137
2017,"Clatsop County","05000US41007",0.137
2016,"Ford County","05000US17053",0.137
2015,"Roanoke County","05000US51161",0.137
2015,"Chenango County","05000US36017",0.137
2017,"Lonoke County","05000US05085",0.137
2015,"Fulton County","05000US36035",0.137
2017,"Wallowa County","05000US41063",0.137
2015,"Aitkin County","05000US27001",0.137
2016,"Baltimore County, MD","05000US24005",0.137
2015,"Pottawattamie County","05000US19155",0.137
2017,"Allen County","05000US21003",0.137
2017,"Gallatin County","05000US21077",0.137
2015,"Allegany County","05000US24001",0.137
2015,"Traverse County","05000US27155",0.137
2015,"Becker County","05000US27005",0.137
2017,"Ashtabula County, OH","05000US39007",0.137
2017,"Berkeley County, WV","05000US54003",0.137
2017,"Isabella County","05000US26073",0.137
2017,"Wilson County, TN","05000US47189",0.137
2017,"Alexander County","05000US17003",0.137
2017,"Berks County, PA","05000US42011",0.137
2015,"Gosper County","05000US31073",0.137
2015,"Pembina County","05000US38067",0.137
2017,"Meigs County","05000US39105",0.137
2016,"Slope County","05000US38087",0.137
2017,"Whatcom County, WA","05000US53073",0.137
2015,"Washington County","05000US36115",0.137
2016,"Hamilton County","05000US19079",0.137
2015,"Steele County","05000US38091",0.137
2015,"Clayton County","05000US19043",0.137
2016,"Washington County, MD","05000US24043",0.137
2017,"Metcalfe County","05000US21169",0.137
2015,"Lycoming County, PA","05000US42081",0.137
2017,"Trinity County","05000US06105",0.137
2016,"Windham County, CT","05000US09015",0.137
2017,"Lehigh County, PA","05000US42077",0.137
2017,"Rio Blanco County","05000US08103",0.137
2017,"Grant County","05000US05053",0.137
2015,"Polk County","05000US31143",0.137
2015,"New Haven County, CT","05000US09009",0.137
2016,"Cameron County","05000US42023",0.137
2016,"Polk County","05000US55095",0.137
2015,"Barron County","05000US55005",0.137
2017,"Doniphan County","05000US20043",0.137
2016,"Riley County","05000US20161",0.137
2017,"Andrew County","05000US29003",0.137
2016,"Ellsworth County","05000US20053",0.137
2015,"Grand Forks County","05000US38035",0.137
2016,"Henry County","05000US17073",0.136
2017,"Marion County","05000US20115",0.136
2017,"Wahkiakum County","05000US53069",0.136
2016,"Hand County","05000US46059",0.136
2015,"Posey County","05000US18129",0.136
2016,"Mercer County, PA","05000US42085",0.136
2016,"Polk County","05000US31143",0.136
2015,"Gage County","05000US31067",0.136
2017,"Edmonson County","05000US21061",0.136
2017,"Nicholas County","05000US21181",0.136
2017,"San Juan County","05000US08111",0.136
2017,"Preston County","05000US54077",0.136
2017,"Columbia County","05000US53013",0.136
2016,"Warren County","05000US42123",0.136
2015,"Centre County, PA","05000US42027",0.136
2017,"Winnebago County, IL","05000US17201",0.136
2016,"Racine County, WI","05000US55101",0.136
2017,"Greeley County","05000US20071",0.136
2017,"Vinton County","05000US39163",0.136
2017,"Boone County","05000US17007",0.136
2015,"Iron County","05000US55051",0.136
2017,"Alger County","05000US26003",0.136
2017,"Leelanau County","05000US26089",0.136
2015,"Montgomery County","05000US19137",0.136
2016,"Otoe County","05000US31131",0.136
2016,"Grant County","05000US55043",0.136
2017,"Johnson County","05000US31097",0.136
2015,"Morton County","05000US38059",0.136
2017,"Raleigh County","05000US54081",0.136
2016,"Faulk County","05000US46049",0.136
2015,"Green Lake County","05000US55047",0.136
2016,"Davis County, UT","05000US49011",0.136
2016,"Northampton County, PA","05000US42095",0.136
2017,"Tuscarawas County","05000US39157",0.136
2015,"Butler County","05000US31023",0.136
2016,"McHenry County, IL","05000US17111",0.136
2017,"Lincoln County","05000US08073",0.136
2017,"Polk County","05000US41053",0.136
2015,"Grundy County","05000US17063",0.135
2015,"Greene County","05000US36039",0.135
2017,"Kiowa County","05000US08061",0.135
2017,"Jackson County","05000US17077",0.135
2017,"Isle of Wight County","05000US51093",0.135
2016,"Wood County, OH","05000US39173",0.135
2017,"Susquehanna County","05000US42115",0.135
2016,"Boone County","05000US31011",0.135
2017,"Custer County","05000US46033",0.135
2016,"Butler County","05000US31023",0.135
2017,"Dearborn County","05000US18029",0.135
2017,"Saline County, AR","05000US05125",0.135
2015,"Sac County","05000US19161",0.135
2015,"Eaton County, MI","05000US26045",0.135
2016,"Wyoming County","05000US42131",0.135
2017,"Grant County","05000US46051",0.135
2015,"Fillmore County","05000US31059",0.135
2016,"Macon County, IL","05000US17115",0.135
2017,"Monroe County, PA","05000US42089",0.135
2016,"McKean County","05000US42083",0.135
2015,"Webster County","05000US19187",0.135
2016,"Lincoln County","05000US31111",0.135
2017,"Allen County","05000US20001",0.135
2017,"Watonwan County","05000US27165",0.135
2017,"Trigg County","05000US21221",0.135
2017,"Webster County","05000US31181",0.135
2016,"York County","05000US31185",0.135
2016,"DuPage County, IL","05000US17043",0.135
2016,"Steuben County, NY","05000US36101",0.135
2017,"Robertson County","05000US21201",0.135
2017,"Harvey County","05000US20079",0.135
2016,"Spink County","05000US46115",0.135
2016,"Barron County","05000US55005",0.135
2017,"Kent County, MI","05000US26081",0.135
2017,"Salem County","05000US34033",0.135
2016,"Randolph County","05000US17157",0.135
2017,"Leslie County","05000US21131",0.135
2016,"Orange County, NY","05000US36071",0.135
2017,"Grayson County","05000US21085",0.135
2017,"Morgan County","05000US39115",0.135
2017,"Chaffee County","05000US08015",0.135
2015,"Clear Creek County","05000US08019",0.135
2016,"Clear Creek County","05000US08019",0.135
2016,"Koochiching County","05000US27071",0.135
2017,"Christian County","05000US21047",0.135
2016,"Mille Lacs County","05000US27095",0.134
2016,"Monona County","05000US19133",0.134
2016,"Clayton County","05000US19043",0.134
2015,"Brown County, WI","05000US55009",0.134
2016,"Miner County","05000US46097",0.134
2015,"York County, ME","05000US23031",0.134
2015,"Genesee County","05000US36037",0.134
2015,"Livingston County","05000US17105",0.134
2015,"Boone County","05000US18011",0.134
2017,"Rush County","05000US20165",0.134
2016,"Morton County","05000US38059",0.134
2015,"Otoe County","05000US31131",0.134
2016,"Audubon County","05000US19009",0.134
2015,"York County, PA","05000US42133",0.134
2016,"Hawaii County, HI","05000US15001",0.134
2015,"Blair County, PA","05000US42013",0.134
2016,"Herkimer County","05000US36043",0.134
2017,"Pike County","05000US17149",0.134
2017,"Fallon County","05000US30025",0.134
2016,"Suffolk County, NY","05000US36103",0.134
2015,"Wayne County","05000US31179",0.134
2017,"Perry County","05000US39127",0.134
2016,"Jackson County","05000US19097",0.134
2017,"Virginia Beach city, VA","05000US51810",0.134
2016,"Miami County","05000US20121",0.134
2015,"Jackson County","05000US19097",0.134
2016,"Lycoming County, PA","05000US42081",0.134
2016,"Stutsman County","05000US38093",0.134
2017,"Bedford County","05000US42009",0.134
2017,"Franklin County, OH","05000US39049",0.134
2015,"Slope County","05000US38087",0.134
2016,"Orleans County","05000US50019",0.134
2017,"Ashland County","05000US55003",0.134
2016,"Becker County","05000US27005",0.134
2016,"Allegany County","05000US36003",0.134
2015,"Door County","05000US55029",0.134
2017,"Plumas County","05000US06063",0.133
2017,"Prince George County","05000US51149",0.133
2017,"Sully County","05000US46119",0.133
2017,"Nevada County, CA","05000US06057",0.133
2016,"Stanton County","05000US31167",0.133
2015,"LaMoure County","05000US38045",0.133
2015,"Coffey County","05000US20031",0.133
2017,"Guernsey County","05000US39059",0.133
2017,"Deuel County","05000US46039",0.133
2017,"Union County","05000US41061",0.133
2017,"Owsley County","05000US21189",0.133
2017,"Chesapeake city, VA","05000US51550",0.133
2015,"Botetourt County","05000US51023",0.133
2015,"Polk County","05000US55095",0.133
2016,"Tompkins County, NY","05000US36109",0.133
2017,"Johnson County, IN","05000US18081",0.133
2015,"Buffalo County","05000US55011",0.133
2017,"Muhlenberg County","05000US21177",0.133
2017,"Atchison County","05000US20005",0.133
2017,"Keith County","05000US31101",0.133
2017,"Yolo County, CA","05000US06113",0.133
2015,"Ramsey County, MN","05000US27123",0.133
2015,"Koochiching County","05000US27071",0.133
2016,"Morgan County","05000US17137",0.133
2015,"Fayette County","05000US19065",0.133
2017,"Sussex County, DE","05000US10005",0.133
2015,"Cumberland County, ME","05000US23005",0.133
2016,"Orleans County","05000US36073",0.133
2016,"Sagadahoc County","05000US23023",0.133
2016,"York County, PA","05000US42133",0.133
2016,"Adams County","05000US17001",0.133
2017,"Jackson County","05000US21109",0.133
2015,"Armstrong County","05000US42005",0.133
2015,"Washington County","05000US17189",0.133
2015,"Chickasaw County","05000US19037",0.133
2016,"Allegany County","05000US24001",0.133
2017,"Mason County","05000US26105",0.133
2017,"Trumbull County, OH","05000US39155",0.133
2017,"Carroll County","05000US21041",0.133
2015,"Keokuk County","05000US19107",0.133
2017,"Harrison County","05000US54033",0.133
2015,"Barnes County","05000US38003",0.133
2017,"Geary County","05000US20061",0.133
2016,"Fairfield County, OH","05000US39045",0.133
2016,"Washington County","05000US36115",0.132
2017,"Monroe County","05000US19135",0.132
2016,"Montgomery County","05000US19137",0.132
2017,"Dunn County","05000US38025",0.132
2015,"Cass County, ND","05000US38017",0.132
2016,"Pottawattamie County","05000US19155",0.132
2017,"Pierce County, WA","05000US53053",0.132
2015,"Butler County","05000US20015",0.132
2017,"Alpena County","05000US26007",0.132
2016,"Greene County, OH","05000US39057",0.132
2016,"Mitchell County","05000US20123",0.132
2015,"Otsego County","05000US36077",0.132
2015,"Oneida County, NY","05000US36065",0.132
2017,"Montgomery County, OH","05000US39113",0.132
2016,"Marshall County","05000US17123",0.132
2017,"Bell County","05000US21013",0.132
2017,"Estill County","05000US21065",0.132
2017,"Fayette County, KY","05000US21067",0.132
2017,"Lewis County","05000US21135",0.132
2016,"Oconto County","05000US55083",0.132
2017,"Logan County","05000US21141",0.132
2017,"Tuolumne County","05000US06109",0.132
2016,"Gloucester County, NJ","05000US34015",0.132
2017,"Shelby County, AL","05000US01117",0.132
2017,"Union County","05000US21225",0.132
2015,"Erie County, PA","05000US42049",0.132
2016,"Erie County, PA","05000US42049",0.132
2016,"Trempealeau County","05000US55121",0.132
2017,"Indiana County","05000US42063",0.132
2015,"Hendricks County, IN","05000US18063",0.132
2016,"Lawrence County","05000US42073",0.132
2015,"Logan County","05000US17107",0.132
2017,"Emmet County","05000US26047",0.132
2015,"Hubbard County","05000US27057",0.132
2015,"Northampton County, PA","05000US42095",0.132
2017,"Tioga County","05000US42117",0.132
2017,"Wicomico County, MD","05000US24045",0.132
2016,"Monroe County, MI","05000US26115",0.132
2015,"Menard County","05000US17129",0.132
2017,"Chesterfield County, VA","05000US51041",0.131
2017,"Rock Island County, IL","05000US17161",0.131
2016,"Greenlee County","05000US04011",0.131
2015,"Baltimore County, MD","05000US24005",0.131
2017,"Clark County, OH","05000US39023",0.131
2016,"Hughes County","05000US46065",0.131
2016,"Oakland County, MI","05000US26125",0.131
2017,"Scioto County","05000US39145",0.131
2016,"Rockingham County, NH","05000US33015",0.131
2017,"Ottawa County","05000US20143",0.131
2017,"Multnomah County, OR","05000US41051",0.131
2016,"Traverse County","05000US27155",0.131
2016,"Keokuk County","05000US19107",0.131
2017,"Washington County, OR","05000US41067",0.131
2016,"King George County","05000US51099",0.131
2015,"Lake County","05000US46079",0.131
2017,"Iron County","05000US26071",0.131
2017,"Fayette County","05000US39047",0.131
2016,"New Haven County, CT","05000US09009",0.131
2015,"Greene County, OH","05000US39057",0.131
2016,"Pipestone County","05000US27117",0.131
2017,"Morgan County","05000US21175",0.131
2017,"Wirt County","05000US54105",0.131
2016,"Jefferson County, NY","05000US36045",0.131
2016,"Blair County, PA","05000US42013",0.131
2016,"Brown County, WI","05000US55009",0.131
2015,"Richland County","05000US38077",0.131
2017,"Huron County","05000US26063",0.131
2017,"Perry County","05000US42099",0.131
2016,"Lake of the Woods County","05000US27077",0.131
2017,"Storey County","05000US32029",0.131
2017,"Bayfield County","05000US55007",0.131
2017,"New Kent County","05000US51127",0.131
2015,"Allegany County","05000US36003",0.131
2017,"Webster County","05000US21233",0.131
2015,"Stanton County","05000US31167",0.131
2017,"Box Butte County","05000US31013",0.131
2015,"Tompkins County, NY","05000US36109",0.131
2017,"Douglas County, KS","05000US20045",0.131
2017,"Jackson County","05000US54035",0.131
2017,"Richland County, OH","05000US39139",0.131
2015,"Trempealeau County","05000US55121",0.13
2017,"Wolfe County","05000US21237",0.13
2017,"Routt County","05000US08107",0.13
2015,"Pepin County","05000US55091",0.13
2015,"Putnam County","05000US39137",0.13
2017,"Suffolk city","05000US51800",0.13
2017,"Whitley County","05000US21235",0.13
2016,"Green Lake County","05000US55047",0.13
2017,"Somerset County","05000US24039",0.13
2015,"Leavenworth County","05000US20103",0.13
2015,"Price County","05000US55099",0.13
2016,"Richland County","05000US38077",0.13
2017,"Randolph County","05000US54083",0.13
2017,"Perry County","05000US21193",0.13
2016,"Red Lake County","05000US27125",0.13
2017,"Sullivan County","05000US36105",0.13
2017,"Porter County, IN","05000US18127",0.13
2015,"Delaware County, PA","05000US42045",0.13
2015,"Schuyler County","05000US36097",0.13
2016,"Columbia County","05000US42037",0.13
2015,"Red Lake County","05000US27125",0.13
2017,"Spink County","05000US46115",0.13
2016,"Essex County","05000US36031",0.13
2017,"Pierce County","05000US38069",0.13
2015,"O'Brien County","05000US19141",0.13
2016,"Mercer County","05000US17131",0.13
2017,"Powhatan County","05000US51145",0.13
2015,"New York County, NY","05000US36061",0.13
2015,"Stutsman County","05000US38093",0.13
2015,"Marathon County, WI","05000US55073",0.13
2017,"Lewis County","05000US54041",0.13
2017,"Gibson County","05000US18051",0.13
2017,"Muskegon County, MI","05000US26121",0.13
2017,"Caroline County","05000US24011",0.13
2016,"Boone County","05000US18011",0.13
2017,"Fairfax County, VA","05000US51059",0.13
2015,"Pipestone County","05000US27117",0.13
2017,"Otsego County","05000US26137",0.13
2017,"Fayette County","05000US17051",0.13
2016,"Midland County","05000US26111",0.13
