year,geo_name,geo,income,income_moe,income_rank
2015,"Hayes County","05000US31085",44500.0,7603.0,1635.0
2015,"Edwards County","05000US17047",44497.0,2264.0,1637.0
2015,"Columbiana County, OH","05000US39029",44497.0,1487.0,1637.0
2013,"Liberty County","05000US30051",44493.0,5153.0,1525.0
2015,"Wahkiakum County","05000US53069",44485.0,7760.0,1639.0
2013,"Calhoun County","05000US19025",44484.0,2314.0,1526.0
2015,"Norfolk city, VA","05000US51710",44480.0,1077.0,1640.0
2013,"Rains County","05000US48379",44478.0,5985.0,1527.0
2014,"Tippecanoe County, IN","05000US18157",44474.0,963.0,1620.0
2014,"Dale County","05000US01045",44473.0,2080.0,1621.0
2013,"Delaware County","05000US36025",44470.0,1480.0,1528.0
2014,"Walton County","05000US12131",44468.0,2841.0,1622.0
2014,"Love County","05000US40085",44461.0,3335.0,1623.0
2015,"Crawford County","05000US55023",44459.0,1468.0,1641.0
2014,"St. Lawrence County, NY","05000US36089",44454.0,1211.0,1624.0
2015,"Williamson County","05000US17199",44453.0,1958.0,1642.0
2014,"Carter County","05000US30011",44453.0,4571.0,1625.0
2013,"Leon County","05000US48289",44452.0,4146.0,1529.0
2015,"Webster County","05000US29225",44451.0,2032.0,1643.0
2015,"St. Joseph County","05000US26149",44449.0,1194.0,1644.0
2014,"Jefferson County","05000US31095",44449.0,2802.0,1626.0
2013,"Wyandot County","05000US39175",44448.0,2430.0,1530.0
2014,"Switzerland County","05000US18155",44447.0,2810.0,1627.0
2015,"Scott County","05000US18143",44442.0,2053.0,1645.0
2015,"Riley County","05000US20161",44437.0,1711.0,1646.0
2014,"Fannin County","05000US48147",44432.0,2265.0,1628.0
2013,"Gem County","05000US16045",44432.0,4851.0,1531.0
2013,"Young County","05000US48503",44429.0,4763.0,1532.0
2014,"Chenango County","05000US36017",44427.0,1527.0,1629.0
2013,"Holt County","05000US31089",44427.0,4609.0,1533.0
2013,"Atchison County","05000US29005",44426.0,3043.0,1534.0
2014,"Hyde County","05000US37095",44425.0,8993.0,1630.0
2015,"Des Moines County","05000US19057",44423.0,1418.0,1647.0
2013,"Thayer County","05000US31169",44422.0,2429.0,1535.0
2014,"Harnett County, NC","05000US37085",44417.0,1637.0,1631.0
2014,"Comanche County","05000US20033",44417.0,5918.0,1631.0
2013,"Logan County","05000US31113",44417.0,3954.0,1536.0
2014,"Blount County","05000US01009",44409.0,2225.0,1633.0
2013,"Luzerne County, PA","05000US42079",44402.0,650.0,1537.0
2015,"Pike County","05000US18125",44399.0,4302.0,1648.0
2013,"Lubbock County, TX","05000US48303",44397.0,1006.0,1538.0
2015,"Huntingdon County","05000US42061",44396.0,1166.0,1649.0
2015,"Hopkins County","05000US48223",44396.0,2791.0,1649.0
2015,"Asotin County","05000US53003",44394.0,3105.0,1651.0
2014,"Warren County","05000US42123",44391.0,1581.0,1634.0
2014,"Phillips County","05000US08095",44390.0,5034.0,1635.0
2013,"Greene County","05000US42059",44388.0,2668.0,1539.0
2013,"Charlotte County, FL","05000US12015",44378.0,1073.0,1540.0
2014,"Wood County","05000US48499",44376.0,2116.0,1636.0
2015,"Catawba County, NC","05000US37035",44376.0,1522.0,1652.0
2013,"Lynn County","05000US48305",44375.0,5782.0,1541.0
2013,"Pawnee County","05000US40117",44375.0,1887.0,1541.0
2015,"Branch County","05000US26023",44373.0,1589.0,1653.0
2015,"Montgomery County, AL","05000US01101",44369.0,1030.0,1654.0
2014,"Hill County","05000US30041",44368.0,2545.0,1637.0
2013,"Buchanan County","05000US29021",44363.0,1630.0,1543.0
2013,"Fannin County","05000US48147",44355.0,2261.0,1544.0
2013,"Harding County","05000US46063",44353.0,5864.0,1545.0
2015,"Union County","05000US19175",44351.0,2897.0,1655.0
2014,"Dickinson County","05000US26043",44350.0,3286.0,1638.0
2013,"Cass County","05000US26027",44346.0,1584.0,1546.0
2013,"Brown County","05000US39015",44341.0,1860.0,1547.0
2014,"Bosque County","05000US48035",44339.0,2605.0,1639.0
2014,"Custer County","05000US31041",44336.0,2521.0,1640.0
2013,"Catawba County, NC","05000US37035",44332.0,1339.0,1548.0
2015,"Craig County","05000US51045",44330.0,5528.0,1656.0
2014,"Clinton County","05000US42035",44329.0,1763.0,1641.0
2015,"Perquimans County","05000US37143",44329.0,5605.0,1657.0
2014,"Payette County","05000US16075",44326.0,1899.0,1642.0
2013,"Dickson County","05000US47043",44318.0,1837.0,1549.0
2013,"Pulaski County","05000US51155",44312.0,2021.0,1550.0
2013,"Yuma County","05000US08125",44308.0,4186.0,1551.0
2014,"Garrard County","05000US21079",44304.0,3076.0,1643.0
2015,"Freestone County","05000US48161",44301.0,3918.0,1658.0
2013,"Mercer County, PA","05000US42085",44301.0,860.0,1552.0
2015,"Putnam County","05000US13237",44299.0,3123.0,1659.0
2015,"Baker County","05000US13007",44297.0,9366.0,1660.0
2015,"Gilliam County","05000US41021",44293.0,4106.0,1661.0
2014,"Phillips County","05000US20147",44292.0,1909.0,1644.0
2015,"Pleasants County","05000US54073",44288.0,3666.0,1662.0
2013,"Nance County","05000US31125",44286.0,5324.0,1553.0
2013,"Montgomery County","05000US19137",44281.0,2420.0,1554.0
2015,"Union County","05000US18161",44277.0,5063.0,1663.0
2013,"Fulton County","05000US36035",44276.0,2435.0,1555.0
2015,"Lincoln County","05000US20105",44276.0,5491.0,1664.0
2014,"Hamilton County","05000US20075",44274.0,6851.0,1645.0
2015,"Penobscot County, ME","05000US23019",44271.0,1142.0,1665.0
2014,"Washington County","05000US08121",44271.0,3175.0,1646.0
2014,"Lawrence County","05000US46081",44267.0,2818.0,1647.0
2014,"Charlotte County, FL","05000US12015",44265.0,1254.0,1648.0
2013,"Faribault County","05000US27043",44264.0,1614.0,1556.0
2013,"Iberia Parish","05000US22045",44262.0,1716.0,1557.0
2014,"Beadle County","05000US46005",44258.0,3992.0,1649.0
2015,"George County","05000US28039",44258.0,5333.0,1666.0
2015,"Payette County","05000US16075",44257.0,2348.0,1667.0
2014,"Somerset County","05000US42111",44255.0,1269.0,1650.0
2015,"Osceola County, FL","05000US12097",44254.0,1296.0,1668.0
2014,"Pottawatomie County","05000US40125",44250.0,979.0,1651.0
2013,"Eddy County","05000US38027",44250.0,5172.0,1558.0
2015,"Taylor County","05000US19173",44246.0,2840.0,1669.0
2013,"Tippecanoe County, IN","05000US18157",44246.0,1010.0,1559.0
2015,"Charlotte County, FL","05000US12015",44244.0,1207.0,1670.0
2015,"Garrard County","05000US21079",44243.0,2240.0,1671.0
2014,"Mills County","05000US48333",44241.0,4672.0,1652.0
2015,"Refugio County","05000US48391",44240.0,4317.0,1672.0
2014,"Grand County","05000US49019",44239.0,4268.0,1653.0
2015,"Boise County","05000US16015",44238.0,6671.0,1673.0
2013,"Montague County","05000US48337",44231.0,2636.0,1560.0
2015,"Howard County","05000US18067",44226.0,2187.0,1674.0
2015,"Oglethorpe County","05000US13221",44226.0,3798.0,1674.0
2015,"Angelina County","05000US48005",44223.0,1611.0,1676.0
2014,"Minidoka County","05000US16067",44220.0,2196.0,1654.0
2015,"Hansford County","05000US48195",44219.0,6188.0,1677.0
2014,"Atchison County","05000US29005",44216.0,2938.0,1655.0
2013,"Mills County","05000US48333",44213.0,3242.0,1561.0
2013,"Power County","05000US16077",44212.0,3414.0,1562.0
2015,"Clay County","05000US17025",44209.0,2123.0,1678.0
2013,"Blaine County","05000US40011",44206.0,3219.0,1563.0
2014,"Cuyahoga County, OH","05000US39035",44203.0,406.0,1656.0
2013,"Winchester city","05000US51840",44200.0,2441.0,1564.0
2014,"Anderson County","05000US47001",44199.0,2161.0,1657.0
2015,"Madison County, IN","05000US18095",44195.0,1168.0,1679.0
2013,"Osage County","05000US40113",44195.0,1912.0,1565.0
2015,"Sedgwick County","05000US08115",44191.0,5886.0,1680.0
2015,"Cuyahoga County, OH","05000US39035",44190.0,438.0,1681.0
2015,"Sullivan County","05000US42113",44189.0,2477.0,1682.0
2013,"Tioga County","05000US42117",44187.0,1067.0,1566.0
2013,"Huntingdon County","05000US42061",44183.0,1623.0,1567.0
2014,"Blaine County","05000US40011",44183.0,2704.0,1658.0
2014,"Delaware County","05000US36025",44183.0,2135.0,1658.0
2014,"Stafford County","05000US20185",44180.0,4019.0,1660.0
2015,"Titus County","05000US48449",44178.0,2778.0,1683.0
2013,"Monongalia County, WV","05000US54061",44173.0,2620.0,1568.0
2015,"Cumberland County, NC","05000US37051",44171.0,855.0,1684.0
2013,"Jefferson County","05000US12065",44170.0,4943.0,1569.0
2015,"Phillips County","05000US20147",44170.0,1425.0,1685.0
2014,"Powder River County","05000US30075",44167.0,7341.0,1661.0
2014,"Montgomery County","05000US36057",44167.0,1575.0,1661.0
2013,"Grant County","05000US31075",44167.0,6296.0,1570.0
2014,"Huntingdon County","05000US42061",44163.0,1304.0,1663.0
2013,"Union County","05000US18161",44161.0,6943.0,1571.0
2015,"Hamilton County","05000US17065",44159.0,8254.0,1686.0
2013,"Kit Carson County","05000US08063",44157.0,3955.0,1572.0
2013,"Montgomery County","05000US36057",44156.0,1953.0,1573.0
2015,"Mercer County, PA","05000US42085",44156.0,997.0,1687.0
2013,"Caldwell County","05000US48055",44152.0,2466.0,1574.0
2013,"Murray County","05000US40099",44151.0,3861.0,1575.0
2014,"Norfolk city, VA","05000US51710",44150.0,1021.0,1664.0
2013,"Lavaca County","05000US48285",44149.0,2834.0,1576.0
2013,"Jackson County","05000US55053",44149.0,1815.0,1576.0
2013,"Blount County","05000US01009",44145.0,2412.0,1578.0
2014,"St. Joseph County","05000US26149",44145.0,961.0,1665.0
2013,"Switzerland County","05000US18155",44143.0,3844.0,1579.0
2014,"Twin Falls County","05000US16083",44138.0,1994.0,1666.0
2013,"Dickinson County","05000US26043",44136.0,2506.0,1580.0
2013,"Warren County, KY","05000US21227",44135.0,1487.0,1581.0
2014,"Union County","05000US19175",44134.0,3202.0,1667.0
2013,"Wells County","05000US38103",44132.0,2634.0,1582.0
2014,"Highland County","05000US51091",44132.0,5784.0,1668.0
2013,"Jennings County","05000US18079",44128.0,2728.0,1583.0
2015,"Richland County","05000US17159",44127.0,1781.0,1688.0
2013,"Saline County","05000US31151",44109.0,3585.0,1584.0
2014,"Wheeler County","05000US31183",44107.0,4233.0,1669.0
2015,"Allen County, OH","05000US39003",44103.0,1461.0,1689.0
2015,"Lane County, OR","05000US41039",44103.0,729.0,1689.0
2014,"Cooper County","05000US29053",44102.0,2606.0,1670.0
2015,"Lewis County","05000US53041",44100.0,1437.0,1691.0
2013,"Llano County","05000US48299",44094.0,4370.0,1585.0
2013,"DeKalb County","05000US29063",44092.0,3055.0,1586.0
2014,"Vermillion County","05000US18165",44088.0,2111.0,1671.0
2014,"Jackson County, OR","05000US41029",44086.0,965.0,1672.0
2015,"Trigg County","05000US21221",44083.0,4643.0,1692.0
2015,"Waldo County","05000US23027",44082.0,1630.0,1693.0
2014,"Howard County","05000US29089",44081.0,2489.0,1673.0
2013,"Pawnee County","05000US20145",44078.0,2823.0,1587.0
2013,"Pocahontas County","05000US19151",44073.0,2785.0,1588.0
2014,"Freestone County","05000US48161",44072.0,3888.0,1674.0
2015,"Fannin County","05000US48147",44071.0,2934.0,1694.0
2013,"Richland County","05000US17159",44070.0,1411.0,1589.0
2013,"Lake of the Woods County","05000US27077",44069.0,3696.0,1590.0
2014,"Hancock County","05000US28045",44069.0,3217.0,1675.0
2015,"McCracken County","05000US21145",44067.0,2174.0,1695.0
2014,"Brooke County","05000US54009",44067.0,4813.0,1676.0
2015,"Switzerland County","05000US18155",44061.0,2816.0,1696.0
2013,"Greenup County","05000US21089",44060.0,2441.0,1591.0
2014,"Putnam County","05000US13237",44058.0,3417.0,1677.0
2014,"Johnson County","05000US31097",44057.0,3192.0,1678.0
2013,"Barron County","05000US55005",44054.0,1620.0,1592.0
2013,"St. Joseph County","05000US26149",44051.0,961.0,1593.0
2015,"Emmons County","05000US38029",44051.0,1892.0,1697.0
2015,"Twin Falls County","05000US16083",44048.0,2081.0,1698.0
2014,"Calcasieu Parish, LA","05000US22019",44045.0,1427.0,1679.0
2014,"Greenup County","05000US21089",44035.0,2387.0,1680.0
2013,"Marshall County","05000US20117",44032.0,2413.0,1594.0
2014,"Ringgold County","05000US19159",44032.0,5098.0,1681.0
2015,"Jackson County, OR","05000US41029",44028.0,1107.0,1699.0
2015,"Warren County","05000US42123",44020.0,1459.0,1700.0
2014,"Tuscola County","05000US26157",44017.0,1032.0,1682.0
2015,"Lancaster County","05000US45057",44016.0,1892.0,1701.0
2015,"Barton County","05000US20009",44013.0,2922.0,1702.0
2013,"Jackson County, OR","05000US41029",44005.0,1111.0,1595.0
2014,"Creek County","05000US40037",44003.0,1623.0,1683.0
2015,"Van Zandt County","05000US48467",44002.0,3095.0,1703.0
2014,"Yavapai County, AZ","05000US04025",44000.0,849.0,1684.0
2014,"Franklin County","05000US48159",44000.0,5948.0,1684.0
2015,"Montrose County","05000US08085",43999.0,1949.0,1704.0
2013,"Indiana County","05000US42063",43997.0,1270.0,1596.0
2013,"Grimes County","05000US48185",43994.0,2562.0,1597.0
2015,"Geary County","05000US20061",43992.0,1535.0,1705.0
2014,"Lawrence County","05000US42073",43991.0,1191.0,1686.0
2014,"Beltrami County","05000US27007",43990.0,1484.0,1687.0
2014,"Smith County","05000US47159",43988.0,2567.0,1688.0
2015,"Harrison County","05000US54033",43987.0,1332.0,1706.0
2014,"Waushara County","05000US55137",43982.0,1088.0,1689.0
2015,"Blair County, PA","05000US42013",43981.0,1455.0,1707.0
2013,"Greene County","05000US18055",43980.0,2384.0,1598.0
2015,"Harper County","05000US20077",43973.0,5905.0,1708.0
2013,"Chickasaw County","05000US19037",43971.0,2697.0,1599.0
2015,"Taylor County","05000US54091",43970.0,3245.0,1709.0
2015,"McKean County","05000US42083",43965.0,1272.0,1710.0
2015,"Kiowa County","05000US20097",43963.0,2812.0,1711.0
2013,"Riley County","05000US20161",43962.0,1503.0,1600.0
2015,"Lucas County","05000US19117",43962.0,2108.0,1712.0
2014,"Cass County","05000US19029",43960.0,2958.0,1690.0
2014,"Transylvania County","05000US37175",43959.0,4452.0,1691.0
2013,"Cumberland County","05000US17035",43958.0,3389.0,1601.0
2013,"George County","05000US28039",43958.0,5028.0,1601.0
2014,"Yakima County, WA","05000US53077",43956.0,1255.0,1692.0
2014,"Bannock County","05000US16005",43953.0,1326.0,1693.0
2015,"Stephens County","05000US48429",43951.0,4339.0,1713.0
2013,"Owen County","05000US18119",43950.0,1749.0,1603.0
2015,"Owen County","05000US18119",43948.0,1902.0,1714.0
2014,"Pawnee County","05000US40117",43947.0,2421.0,1694.0
2015,"Fayette County","05000US17051",43944.0,2186.0,1715.0
2013,"Chenango County","05000US36017",43941.0,1134.0,1604.0
2015,"Atchison County","05000US29005",43933.0,4030.0,1716.0
2015,"Park County","05000US30067",43932.0,2176.0,1717.0
2013,"Pine County","05000US27115",43928.0,1502.0,1605.0
2013,"Adams County","05000US53001",43926.0,3701.0,1606.0
2013,"Hancock County","05000US17067",43925.0,2882.0,1607.0
2015,"Mills County","05000US48333",43920.0,4799.0,1718.0
2013,"Escambia County, FL","05000US12033",43918.0,1003.0,1608.0
2015,"Smith County","05000US47159",43914.0,3249.0,1719.0
2015,"Highland County","05000US51091",43914.0,5532.0,1719.0
2015,"Page County","05000US19145",43912.0,2020.0,1721.0
2015,"Lewis County","05000US29111",43909.0,2727.0,1722.0
2013,"Marshall County","05000US21157",43907.0,2379.0,1609.0
2015,"Spartanburg County, SC","05000US45083",43907.0,1122.0,1723.0
2015,"Jones County","05000US48253",43897.0,5136.0,1724.0
2015,"Page County","05000US51139",43895.0,2183.0,1725.0
2013,"Osceola County, FL","05000US12097",43891.0,1055.0,1610.0
2013,"Pasco County, FL","05000US12101",43888.0,645.0,1611.0
2013,"Morrill County","05000US31123",43886.0,3804.0,1612.0
2013,"Twin Falls County","05000US16083",43886.0,1756.0,1612.0
2013,"Stephens County","05000US40137",43885.0,2195.0,1614.0
2015,"Clark County","05000US29045",43883.0,3241.0,1726.0
2015,"Milwaukee County, WI","05000US55079",43873.0,593.0,1727.0
2014,"Blair County, PA","05000US42013",43871.0,1235.0,1695.0
2013,"Parke County","05000US18121",43870.0,3095.0,1615.0
2014,"Sedgwick County","05000US08115",43864.0,5780.0,1696.0
2014,"Miami County","05000US18103",43862.0,3253.0,1697.0
2013,"Edgefield County","05000US45037",43861.0,3271.0,1616.0
2015,"Cowley County","05000US20035",43860.0,2337.0,1728.0
2014,"Williamson County","05000US17199",43855.0,1639.0,1698.0
2015,"Iron County","05000US49021",43855.0,2718.0,1729.0
2013,"Pamlico County","05000US37137",43853.0,3254.0,1617.0
2015,"Elmore County","05000US16039",43848.0,2110.0,1730.0
2015,"Smith County","05000US20183",43848.0,2126.0,1730.0
2014,"Mobile County, AL","05000US01097",43844.0,786.0,1699.0
2013,"Edwards County","05000US48137",43839.0,8509.0,1618.0
2015,"Keokuk County","05000US19107",43838.0,2685.0,1732.0
2015,"Pulaski County","05000US18131",43836.0,2944.0,1733.0
2015,"Belmont County","05000US39013",43833.0,1491.0,1734.0
2013,"Nelson County","05000US21179",43833.0,1957.0,1619.0
2013,"Liberty County","05000US13179",43832.0,2071.0,1620.0
2014,"Pleasants County","05000US54073",43831.0,3899.0,1700.0
2015,"Montgomery County, OH","05000US39113",43829.0,680.0,1735.0
2013,"Floyd County","05000US19067",43826.0,2602.0,1621.0
2015,"Graham County","05000US20065",43826.0,5814.0,1736.0
2014,"Cumberland County","05000US17035",43825.0,3531.0,1701.0
2015,"Pointe Coupee Parish","05000US22077",43825.0,4227.0,1737.0
2015,"Union County","05000US41061",43822.0,2257.0,1738.0
2014,"Rooks County","05000US20163",43816.0,3355.0,1702.0
2015,"Kerr County","05000US48265",43810.0,2789.0,1739.0
2015,"Mobile County, AL","05000US01097",43809.0,999.0,1740.0
2013,"Taylor County","05000US19173",43804.0,1836.0,1622.0
2015,"Lumpkin County","05000US13187",43804.0,4188.0,1741.0
2013,"Cuyahoga County, OH","05000US39035",43804.0,358.0,1622.0
2013,"Reno County","05000US20155",43798.0,1201.0,1624.0
2013,"Jefferson County","05000US18077",43795.0,2523.0,1625.0
2013,"Gallatin County","05000US21077",43793.0,6260.0,1626.0
2015,"Stephens County","05000US40137",43781.0,2067.0,1742.0
2015,"Stanton County","05000US20187",43780.0,8780.0,1743.0
2015,"Dickinson County","05000US26043",43779.0,3239.0,1744.0
2015,"Bannock County","05000US16005",43779.0,1584.0,1744.0
2013,"Carroll County","05000US39019",43779.0,1288.0,1627.0
2013,"Lumpkin County","05000US13187",43775.0,4403.0,1628.0
2013,"Morgan County","05000US08087",43774.0,2378.0,1629.0
2015,"Tuscola County","05000US26157",43768.0,1014.0,1746.0
2013,"Coffee County","05000US01031",43768.0,2010.0,1630.0
2013,"Wasco County","05000US41065",43765.0,1194.0,1631.0
2013,"Kershaw County","05000US45055",43765.0,2178.0,1631.0
2013,"Warren County","05000US42123",43764.0,1370.0,1633.0
2013,"Seneca County","05000US39147",43764.0,1595.0,1633.0
2015,"Montgomery County","05000US36057",43764.0,1943.0,1747.0
2014,"Hoke County","05000US37093",43754.0,3600.0,1703.0
2013,"Butte County, CA","05000US06007",43752.0,1016.0,1635.0
2014,"Clark County","05000US20025",43750.0,5340.0,1704.0
2015,"Petroleum County","05000US30069",43750.0,6181.0,1748.0
2015,"Cass County","05000US19029",43750.0,2378.0,1748.0
2014,"Lincoln County","05000US40081",43746.0,1681.0,1705.0
2014,"Madison County","05000US13195",43746.0,2368.0,1705.0
2013,"Tuscarawas County","05000US39157",43739.0,1225.0,1636.0
2014,"Scott County","05000US18143",43739.0,2263.0,1707.0
2013,"Penobscot County, ME","05000US23019",43734.0,1314.0,1637.0
2013,"Hill County","05000US30041",43726.0,3552.0,1638.0
2015,"Brown County","05000US20013",43724.0,3194.0,1750.0
2015,"Delaware County","05000US36025",43720.0,2374.0,1751.0
2014,"Mercer County, PA","05000US42085",43715.0,948.0,1708.0
2014,"Lyon County","05000US21143",43715.0,5841.0,1708.0
2014,"Knox County","05000US31107",43709.0,2669.0,1710.0
2013,"Perquimans County","05000US37143",43709.0,3511.0,1639.0
2014,"Columbiana County, OH","05000US39029",43707.0,1314.0,1711.0
2014,"Lincoln County","05000US08073",43701.0,7520.0,1712.0
2015,"Warren County","05000US17187",43699.0,3315.0,1752.0
2015,"Wright County","05000US19197",43698.0,3902.0,1753.0
2015,"Newaygo County","05000US26123",43693.0,1342.0,1754.0
2015,"Caldwell County","05000US29025",43691.0,3875.0,1755.0
2013,"Bee County","05000US48025",43690.0,3307.0,1640.0
2014,"Hutchinson County","05000US46067",43688.0,2853.0,1713.0
2014,"Lane County, OR","05000US41039",43685.0,770.0,1714.0
2014,"Warren County","05000US17187",43683.0,3001.0,1715.0
2015,"Faulk County","05000US46049",43679.0,4030.0,1756.0
2013,"Tillamook County","05000US41057",43676.0,1892.0,1641.0
2013,"Hopkins County","05000US48223",43657.0,2481.0,1642.0
2014,"McCracken County","05000US21145",43650.0,2389.0,1716.0
2013,"Payette County","05000US16075",43649.0,1919.0,1643.0
2013,"Sevier County","05000US47155",43649.0,1871.0,1643.0
2013,"Wood County","05000US48499",43649.0,2420.0,1643.0
2014,"Allen County, OH","05000US39003",43648.0,1100.0,1717.0
2013,"St. Lawrence County, NY","05000US36089",43647.0,1555.0,1646.0
2015,"Bath County","05000US51017",43646.0,7122.0,1757.0
2015,"Venango County","05000US42121",43644.0,1393.0,1758.0
2014,"Lee County, AL","05000US01081",43641.0,1717.0,1718.0
2015,"Adams County","05000US55001",43640.0,2147.0,1759.0
2013,"Walton County","05000US12131",43640.0,2877.0,1647.0
2015,"Phillips County","05000US08095",43639.0,4117.0,1760.0
2014,"Crawford County","05000US55023",43638.0,1950.0,1719.0
2013,"Berrien County, MI","05000US26021",43633.0,946.0,1648.0
2014,"Red Willow County","05000US31145",43627.0,4373.0,1720.0
2015,"Clark County, OH","05000US39023",43625.0,1128.0,1761.0
2014,"Crawford County","05000US42039",43622.0,1078.0,1721.0
2015,"Kershaw County","05000US45055",43622.0,2145.0,1762.0
2013,"Anderson County","05000US47001",43620.0,1701.0,1649.0
2013,"Massac County","05000US17127",43615.0,2455.0,1650.0
2013,"Jackson County","05000US08057",43606.0,3711.0,1651.0
2013,"Wayne County","05000US17191",43605.0,2695.0,1652.0
2013,"Kerr County","05000US48265",43601.0,1966.0,1653.0
2015,"Vermillion County","05000US18165",43600.0,1879.0,1763.0
2013,"Somerset County","05000US42111",43597.0,1352.0,1654.0
2013,"Howard County","05000US18067",43590.0,1628.0,1655.0
2013,"Hamilton County","05000US19079",43589.0,3426.0,1656.0
2015,"Carroll County, GA","05000US13045",43586.0,2081.0,1764.0
2014,"Price County","05000US55099",43581.0,1253.0,1722.0
2015,"Atchison County","05000US20005",43581.0,3090.0,1765.0
2014,"Barton County","05000US20009",43573.0,2662.0,1723.0
2014,"Montgomery County","05000US19137",43566.0,2375.0,1724.0
2014,"Saginaw County, MI","05000US26145",43566.0,652.0,1724.0
2015,"Rooks County","05000US20163",43558.0,3779.0,1766.0
2014,"Rawlins County","05000US20153",43555.0,4745.0,1726.0
2014,"Spartanburg County, SC","05000US45083",43555.0,944.0,1726.0
2015,"Montezuma County","05000US08083",43553.0,2152.0,1767.0
2013,"Lawrence County","05000US42073",43546.0,1252.0,1657.0
2013,"Lee County, AL","05000US01081",43542.0,1482.0,1658.0
2015,"Reeves County","05000US48389",43540.0,4236.0,1768.0
2015,"Jefferson County, TX","05000US48245",43540.0,1070.0,1768.0
2013,"Vanderburgh County, IN","05000US18163",43540.0,1008.0,1659.0
2015,"Grays Harbor County","05000US53027",43538.0,1652.0,1770.0
2013,"Warren County","05000US17187",43536.0,2652.0,1660.0
2013,"Bannock County","05000US16005",43534.0,1742.0,1661.0
2015,"Calhoun County","05000US45017",43531.0,3232.0,1771.0
2015,"Washington County, AR","05000US05143",43524.0,1412.0,1772.0
2013,"Custer County","05000US30017",43524.0,4375.0,1662.0
2014,"Bourbon County","05000US21017",43521.0,2619.0,1728.0
2014,"Stephens County","05000US40137",43519.0,1976.0,1729.0
2013,"Antelope County","05000US31003",43518.0,3485.0,1663.0
2014,"Elmore County","05000US16039",43516.0,2198.0,1730.0
2014,"Clark County","05000US55019",43515.0,1342.0,1731.0
2014,"Washington County","05000US39167",43512.0,1974.0,1732.0
2013,"Sullivan County","05000US18153",43510.0,3669.0,1664.0
2015,"Washington County","05000US39167",43509.0,2272.0,1773.0
2014,"Bland County","05000US51021",43508.0,3429.0,1733.0
2013,"Yakima County, WA","05000US53077",43506.0,1087.0,1665.0
2013,"Gray County","05000US48179",43504.0,2216.0,1666.0
2014,"Cattaraugus County","05000US36009",43503.0,1179.0,1734.0
2013,"Greene County","05000US17061",43502.0,1944.0,1667.0
2013,"Rock County","05000US31149",43500.0,6530.0,1668.0
2013,"Calcasieu Parish, LA","05000US22019",43499.0,1169.0,1669.0
2014,"Camden County","05000US29029",43498.0,1734.0,1735.0
2014,"Clark County","05000US29045",43497.0,3183.0,1736.0
2014,"Lincoln County","05000US20105",43487.0,4647.0,1737.0
2014,"Waldo County","05000US23027",43484.0,1819.0,1738.0
2013,"Rawlins County","05000US20153",43482.0,5200.0,1670.0
2013,"Cass County","05000US19029",43481.0,2162.0,1671.0
2015,"Breckinridge County","05000US21027",43479.0,3250.0,1774.0
2013,"Stephenson County","05000US17177",43472.0,2015.0,1672.0
2014,"Greene County","05000US18055",43470.0,2655.0,1739.0
2013,"Mendocino County","05000US06045",43469.0,1647.0,1673.0
2015,"St. Lucie County, FL","05000US12111",43459.0,1449.0,1775.0
2013,"Camden County","05000US29029",43458.0,2037.0,1674.0
2014,"Ross County","05000US39141",43450.0,1591.0,1740.0
2013,"Ida County","05000US19093",43449.0,2100.0,1675.0
2015,"Butte County, CA","05000US06007",43444.0,1068.0,1776.0
2015,"Pamlico County","05000US37137",43444.0,2113.0,1776.0
2013,"Scotts Bluff County","05000US31157",43444.0,1985.0,1676.0
2014,"Madison County, IN","05000US18095",43440.0,1201.0,1741.0
2013,"Van Zandt County","05000US48467",43439.0,2211.0,1677.0
2013,"Kenedy County","05000US48261",43438.0,19154.0,1678.0
2014,"Montezuma County","05000US08083",43431.0,1718.0,1742.0
2015,"Marinette County","05000US55075",43425.0,2241.0,1778.0
2013,"Darke County","05000US39037",43425.0,1144.0,1679.0
2013,"Kimble County","05000US48267",43424.0,4909.0,1680.0
2015,"Wasco County","05000US41065",43422.0,2729.0,1779.0
2015,"Clearwater County","05000US27029",43421.0,1966.0,1780.0
2013,"St. Lucie County, FL","05000US12111",43413.0,1209.0,1681.0
2013,"Musselshell County","05000US30065",43409.0,9559.0,1682.0
2013,"Montgomery County, OH","05000US39113",43401.0,742.0,1683.0
2014,"Wayne County","05000US49055",43393.0,5085.0,1743.0
2014,"Moore County","05000US47127",43393.0,5085.0,1743.0
2014,"Milwaukee County, WI","05000US55079",43385.0,532.0,1745.0
2014,"Person County","05000US37145",43381.0,2134.0,1746.0
2014,"Grays Harbor County","05000US53027",43379.0,1453.0,1747.0
2015,"Chattahoochee County","05000US13053",43378.0,3089.0,1781.0
2015,"Hale County","05000US48189",43375.0,2063.0,1782.0
2013,"Jefferson County","05000US41031",43373.0,2149.0,1684.0
2015,"Deaf Smith County","05000US48117",43373.0,3130.0,1783.0
2014,"Robertson County","05000US48395",43371.0,4644.0,1748.0
2015,"Davidson County, NC","05000US37057",43363.0,1435.0,1784.0
2015,"Wayne County","05000US19185",43358.0,2705.0,1785.0
2013,"Hamilton County","05000US20075",43357.0,8012.0,1685.0
2015,"Hancock County","05000US28045",43355.0,4330.0,1786.0
2015,"Jefferson County","05000US12065",43355.0,5203.0,1786.0
