year,geo_name,geo,teen_births
2015,"Evangeline Parish","05000US22039",70.5
2016,"Magoffin County","05000US21153",70.5
2015,"Chester County","05000US45023",70.5
2017,"Bee County","05000US48025",70.4
2015,"Llano County","05000US48299",70.4
2017,"Tensas Parish","05000US22107",70.4
2015,"Martin County","05000US21159",70.4
2015,"Brooks County","05000US13027",70.4
2016,"Winkler County","05000US48495",70.4
2016,"Dickens County","05000US48125",70.4
2015,"Vernon Parish","05000US22115",70.3
2015,"Pierce County","05000US13229",70.3
2016,"Fayette County","05000US54019",70.3
2015,"Hughes County","05000US40063",70.3
2015,"Gaines County","05000US48165",70.2
2017,"Sunflower County","05000US28133",70.2
2016,"Pike County","05000US28113",70.2
2017,"Avoyelles Parish","05000US22009",70.2
2015,"Midland County, TX","05000US48329",70.2
2016,"Berrien County","05000US13019",70.2
2016,"Okmulgee County","05000US40111",70.2
2015,"Sumter County, FL","05000US12119",70.2
2017,"Knox County","05000US21121",70.2
2015,"Reagan County","05000US48383",70.1
2015,"Hudspeth County","05000US48229",70.1
2017,"Stephens County","05000US48429",70.1
2016,"Jefferson County","05000US28063",70.1
2017,"Mitchell County","05000US13205",70.1
2015,"Martinsville city","05000US51690",70.0
2015,"Bradford County","05000US12007",70.0
2015,"Pontotoc County","05000US28115",70.0
2017,"Ford County","05000US20057",70.0
2016,"Cottle County","05000US48101",70.0
2015,"Butts County","05000US13035",69.9
2016,"Evangeline Parish","05000US22039",69.9
2016,"Midland County, TX","05000US48329",69.9
2017,"Christian County","05000US21047",69.9
2015,"Fayette County","05000US54019",69.8
2017,"Seminole County","05000US13253",69.8
2017,"Vernon Parish","05000US22115",69.8
2017,"Kay County","05000US40071",69.8
2017,"Karnes County","05000US48255",69.7
2015,"Union County","05000US05139",69.7
2016,"Leslie County","05000US21131",69.7
2015,"Le Flore County","05000US40079",69.6
2015,"Taylor County","05000US12123",69.6
2016,"Richmond County","05000US37153",69.6
2017,"Chicot County","05000US05017",69.6
2017,"Cherokee County","05000US48073",69.6
2016,"Vernon Parish","05000US22115",69.5
2015,"Allen Parish","05000US22003",69.5
2015,"Murray County","05000US13213",69.5
2015,"Fremont County","05000US56013",69.5
2016,"Refugio County","05000US48391",69.5
2016,"Marion County","05000US45067",69.5
2015,"Claiborne Parish","05000US22027",69.4
2015,"Telfair County","05000US13271",69.4
2015,"Boone County","05000US54005",69.4
2017,"Leflore County","05000US28083",69.3
2016,"Candler County","05000US13043",69.3
2017,"Poinsett County","05000US05111",69.3
2015,"Stephens County","05000US48429",69.3
2017,"Leslie County","05000US21131",69.3
2016,"Cochran County","05000US48079",69.2
2017,"Tattnall County","05000US13267",69.2
2017,"Cameron County, TX","05000US48061",69.2
2017,"Navarro County","05000US48349",69.2
2015,"Muskogee County","05000US40101",69.2
2017,"Wheeler County","05000US13309",69.2
2015,"Lipscomb County","05000US48295",69.1
2015,"Cocke County","05000US47029",69.1
2016,"Allen Parish","05000US22003",69.1
2016,"Coal County","05000US40029",69.1
2015,"Johnston County","05000US40069",69.1
2016,"Talbot County","05000US13263",69.1
2016,"Calhoun County","05000US13037",69.1
2015,"Montgomery County","05000US37123",69.1
2016,"Covington County","05000US28031",69.1
2015,"Rio Grande County","05000US08105",69.1
2015,"Ashley County","05000US05003",69.0
2015,"Clay County","05000US54015",69.0
2017,"Reagan County","05000US48383",69.0
2017,"Palo Pinto County","05000US48363",69.0
2016,"Hockley County","05000US48219",69.0
2016,"Cook County","05000US13075",69.0
2015,"Ripley County","05000US29181",69.0
2015,"Warren County","05000US28149",69.0
2016,"Red River Parish","05000US22081",69.0
2017,"Wyandotte County, KS","05000US20209",69.0
2016,"Martinsville city","05000US51690",68.9
2015,"Refugio County","05000US48391",68.9
2016,"Cimarron County","05000US40025",68.9
2015,"Burke County","05000US13033",68.9
2015,"Marshall County","05000US01095",68.9
2016,"Chaves County","05000US35005",68.8
2016,"Upton County","05000US48461",68.8
2016,"Pittsburg County","05000US40121",68.8
2017,"Morehouse Parish","05000US22067",68.8
2016,"Marshall County","05000US40095",68.8
2017,"Hamilton County","05000US12047",68.8
2016,"Hendry County","05000US12051",68.8
2015,"Anderson County","05000US48001",68.8
2015,"Robertson County","05000US48395",68.8
2016,"Butler County","05000US29023",68.7
2015,"Baylor County","05000US48023",68.7
2017,"Marshall County","05000US40095",68.6
2015,"Covington County","05000US01039",68.6
2017,"Calhoun County","05000US48057",68.6
2015,"Union County","05000US12125",68.6
2016,"Hutchinson County","05000US48233",68.6
2015,"Cherokee County","05000US45021",68.6
2017,"Titus County","05000US48449",68.6
2016,"Pontotoc County","05000US28115",68.6
2017,"Upton County","05000US48461",68.5
2016,"Gaines County","05000US48165",68.5
2017,"Emanuel County","05000US13107",68.5
2016,"St. Landry Parish","05000US22097",68.4
2015,"Wilbarger County","05000US48487",68.4
2016,"Stephens County","05000US48429",68.4
2015,"Escambia County","05000US01053",68.4
2015,"Putnam County","05000US12107",68.4
2016,"Robertson County","05000US48395",68.4
2016,"Martin County","05000US21159",68.4
2016,"Adair County","05000US40001",68.4
2016,"Scotland County","05000US37165",68.4
2017,"Sullivan County","05000US29211",68.4
2016,"Blaine County","05000US30005",68.3
2015,"Union County","05000US28145",68.3
2017,"Dillon County","05000US45033",68.3
2017,"Shelby County","05000US48419",68.3
2016,"Vance County","05000US37181",68.3
2015,"Hutchinson County","05000US48233",68.3
2015,"DeSoto County","05000US12027",68.2
2017,"Winkler County","05000US48495",68.2
2015,"Atascosa County","05000US48013",68.2
2016,"Okeechobee County","05000US12093",68.2
2016,"Charlton County","05000US13049",68.2
2016,"Murray County","05000US40099",68.2
2015,"Clay County","05000US05021",68.2
2016,"Claiborne Parish","05000US22027",68.2
2016,"Lee County","05000US05077",68.1
2015,"Leslie County","05000US21131",68.1
2015,"Lamar County","05000US48277",68.0
2015,"Blaine County","05000US40011",68.0
2015,"Wilcox County","05000US13315",68.0
2015,"Grant Parish","05000US22043",67.9
2015,"Tyler County","05000US48457",67.9
2016,"San Augustine County","05000US48405",67.9
2016,"Barbour County","05000US01005",67.9
2016,"Ashley County","05000US05003",67.9
2017,"Caddo County","05000US40015",67.9
2015,"Morris County","05000US48343",67.9
2016,"Bradley County","05000US05011",67.9
2015,"Onslow County, NC","05000US37133",67.9
2017,"Gregg County, TX","05000US48183",67.9
2015,"Talbot County","05000US13263",67.9
2017,"Camp County","05000US48063",67.9
2015,"Jones County","05000US48253",67.9
2017,"Miller County","05000US05091",67.9
2017,"Willacy County","05000US48489",67.8
2016,"Taylor County","05000US12123",67.8
2015,"Jasper County","05000US45053",67.8
2016,"Charles Mix County","05000US46023",67.8
2016,"Ottawa County","05000US40115",67.8
2015,"Union County","05000US45087",67.8
2016,"Dallas County","05000US01047",67.8
2016,"Pushmataha County","05000US40127",67.8
2015,"Grant County","05000US53025",67.8
2016,"Wilcox County","05000US13315",67.8
2016,"Le Flore County","05000US40079",67.7
2016,"Early County","05000US13099",67.7
2017,"Berrien County","05000US13019",67.7
2016,"Metcalfe County","05000US21169",67.7
2017,"Fayette County","05000US54019",67.6
2016,"Robeson County, NC","05000US37155",67.6
2016,"Issaquena County","05000US28055",67.6
2016,"Spalding County","05000US13255",67.6
2015,"Navajo County, AZ","05000US04017",67.6
2016,"Logan County","05000US54045",67.6
2015,"Upson County","05000US13293",67.6
2017,"Covington County","05000US28031",67.6
2017,"Chattooga County","05000US13055",67.5
2015,"Winn Parish","05000US22127",67.5
2015,"Limestone County","05000US48293",67.5
2015,"Malheur County","05000US41045",67.5
2016,"Dougherty County","05000US13095",67.5
2016,"Clay County","05000US05021",67.5
2015,"Monroe County","05000US05095",67.5
2017,"Jefferson County","05000US28063",67.5
2015,"Atoka County","05000US40005",67.4
2016,"Alcorn County","05000US28003",67.4
2017,"Grant County","05000US20067",67.4
2015,"Marlboro County","05000US45069",67.4
2017,"Midland County, TX","05000US48329",67.4
2017,"Sutton County","05000US48435",67.3
2016,"Clinton County","05000US21053",67.3
2015,"Ottawa County","05000US40115",67.3
2016,"Haskell County","05000US40061",67.3
2017,"Yell County","05000US05149",67.3
2016,"Chester County","05000US45023",67.2
2017,"Jackson County","05000US40065",67.2
2016,"Rio Grande County","05000US08105",67.2
2017,"Stanton County","05000US20187",67.2
2015,"Angelina County","05000US48005",67.2
2016,"Grant Parish","05000US22043",67.2
2016,"Rio Arriba County","05000US35039",67.2
2015,"Jefferson County","05000US41031",67.1
2015,"Catahoula Parish","05000US22025",67.1
2017,"Bolivar County","05000US28011",67.0
2016,"Winn Parish","05000US22127",67.0
2016,"Union County","05000US28145",67.0
2017,"Wayne County","05000US28153",67.0
2017,"Garza County","05000US48169",67.0
2015,"McDonald County","05000US29119",67.0
2017,"Evangeline Parish","05000US22039",67.0
2016,"Garvin County","05000US40049",67.0
2015,"Scott County","05000US29201",66.9
2015,"Aransas County","05000US48007",66.9
2015,"Montgomery County","05000US21173",66.9
2015,"Grant County","05000US35017",66.9
2016,"Warren County","05000US28149",66.9
2017,"Roberts County","05000US46109",66.9
2016,"Sullivan County","05000US29211",66.9
2017,"Simpson County","05000US28127",66.9
2015,"Garfield County","05000US40047",66.8
2016,"Whitley County","05000US21235",66.8
2015,"Howell County","05000US29091",66.8
2016,"Lamar County","05000US48277",66.8
2016,"Pierce County","05000US13229",66.8
2015,"Love County","05000US40085",66.8
2015,"Whitfield County, GA","05000US13313",66.8
2015,"Yakima County, WA","05000US53077",66.7
2016,"Union County","05000US45087",66.7
2017,"Issaquena County","05000US28055",66.7
2017,"Adair County","05000US40001",66.7
2015,"Thomas County","05000US13275",66.7
2016,"Montgomery County","05000US37123",66.7
2017,"Limestone County","05000US48293",66.7
2016,"Limestone County","05000US48293",66.7
2015,"Franklin County","05000US13119",66.6
2017,"Charles Mix County","05000US46023",66.6
2017,"Wilcox County","05000US13315",66.6
2015,"Kinney County","05000US48271",66.6
2015,"Lauderdale County","05000US47097",66.6
2016,"Bent County","05000US08011",66.6
2016,"Logan County","05000US05083",66.6
2015,"Young County","05000US48503",66.5
2017,"Swain County","05000US37173",66.5
2016,"Anderson County","05000US48001",66.5
2017,"Hill County","05000US30041",66.5
2017,"Butler County","05000US29023",66.5
2016,"Llano County","05000US48299",66.5
2017,"Clay County","05000US05021",66.5
2015,"Hamblen County","05000US47063",66.4
2017,"Ouachita County","05000US05103",66.4
2017,"Roanoke city, VA","05000US51770",66.4
2017,"Caldwell County","05000US21033",66.4
2017,"Hutchinson County","05000US48233",66.3
2016,"Hemphill County","05000US48211",66.3
2015,"Liberty County","05000US13179",66.3
2015,"Adams County","05000US28001",66.3
2016,"Monroe County","05000US05095",66.3
2015,"Liberty County","05000US48291",66.3
2015,"Logan County","05000US54045",66.3
2017,"Grant Parish","05000US22043",66.3
2015,"Lee County","05000US28081",66.3
2016,"Franklin County","05000US53021",66.3
2017,"Metcalfe County","05000US21169",66.3
2015,"Grenada County","05000US28043",66.3
2016,"Jasper County","05000US45053",66.3
2015,"Winkler County","05000US48495",66.2
2015,"Glynn County","05000US13127",66.2
2016,"Grenada County","05000US28043",66.2
2017,"Victoria County","05000US48469",66.2
2015,"Laclede County","05000US29105",66.2
2015,"Hill County","05000US30041",66.1
2017,"Grady County","05000US13131",66.1
2015,"Rosebud County","05000US30087",66.1
2016,"Fremont County","05000US56013",66.1
2015,"Garvin County","05000US40049",66.1
2016,"Upson County","05000US13293",66.1
2017,"Polk County","05000US13233",66.1
2015,"Colleton County","05000US45029",66.1
2015,"Conway County","05000US05029",66.1
2015,"Upton County","05000US48461",66.1
2015,"Okfuskee County","05000US40107",66.1
2015,"Duchesne County","05000US49013",66.1
2015,"Yuma County, AZ","05000US04027",66.1
2015,"Concho County","05000US48095",66.0
2015,"Sequoyah County","05000US40135",66.0
2017,"Young County","05000US48503",66.0
2017,"Falls County","05000US48145",66.0
2015,"Craig County","05000US40035",65.9
2016,"Cherokee County","05000US45021",65.9
2015,"Graham County","05000US37075",65.9
2015,"Treutlen County","05000US13283",65.9
2016,"Liberty County","05000US48291",65.9
2015,"Dickens County","05000US48125",65.9
2015,"El Paso County, TX","05000US48141",65.9
2017,"Claiborne Parish","05000US22027",65.9
2016,"Onslow County, NC","05000US37133",65.9
2016,"Meigs County","05000US47121",65.9
2017,"Logan County","05000US54045",65.8
2016,"Clay County","05000US21051",65.8
2016,"Jefferson Davis County","05000US28065",65.8
2015,"Whitley County","05000US21235",65.8
2016,"Boone County","05000US54005",65.8
2015,"Socorro County","05000US35053",65.8
2017,"Polk County","05000US48373",65.8
2015,"Hall County","05000US48191",65.8
2016,"San Patricio County","05000US48409",65.8
2016,"Liberty County","05000US13179",65.8
2017,"Pike County","05000US28113",65.7
2016,"Navajo County, AZ","05000US04017",65.7
2017,"Early County","05000US13099",65.7
2017,"La Paz County","05000US04012",65.7
2015,"Gadsden County","05000US12039",65.7
2015,"Sequatchie County","05000US47153",65.7
2015,"Perry County","05000US28111",65.7
2015,"Logan County","05000US05083",65.7
2015,"Jefferson County","05000US40067",65.6
2016,"Hill County","05000US30041",65.6
2016,"Conway County","05000US05029",65.6
2015,"Muscogee County, GA","05000US13215",65.6
2016,"Covington County","05000US01039",65.6
2016,"Atoka County","05000US40005",65.6
2016,"Sutton County","05000US48435",65.6
2016,"Bradford County","05000US12007",65.6
2016,"Lee County","05000US28081",65.6
2017,"Pontotoc County","05000US28115",65.6
2016,"Muskogee County","05000US40101",65.6
2017,"Holmes County","05000US28051",65.5
2015,"Carroll County","05000US05015",65.5
2015,"Rhea County","05000US47143",65.5
2017,"Cochran County","05000US48079",65.5
2015,"Haywood County","05000US47075",65.5
2015,"McDuffie County","05000US13189",65.5
2015,"Metcalfe County","05000US21169",65.5
2016,"Ohio County","05000US21183",65.5
2015,"Baker County","05000US12003",65.4
2015,"Portsmouth city","05000US51740",65.4
2015,"Prentiss County","05000US28117",65.4
2016,"Arkansas County","05000US05001",65.4
2016,"Murray County","05000US13213",65.4
2016,"Escambia County","05000US01053",65.3
2016,"Malheur County","05000US41045",65.3
2016,"Falls County","05000US48145",65.3
2016,"Sequoyah County","05000US40135",65.3
2016,"Adams County","05000US28001",65.3
2015,"Gallatin County","05000US21077",65.3
2015,"Ohio County","05000US21183",65.3
2016,"Young County","05000US48503",65.2
2015,"Wright County","05000US29229",65.2
2015,"Jerome County","05000US16053",65.2
2016,"Socorro County","05000US35053",65.2
2016,"Swain County","05000US37173",65.2
2016,"Burke County","05000US13033",65.1
2016,"Howell County","05000US29091",65.1
2017,"Ottawa County","05000US40115",65.1
2017,"Robertson County","05000US48395",65.1
2015,"Jackson County","05000US48239",65.1
2016,"Treutlen County","05000US13283",65.1
2016,"Brooks County","05000US13027",65.1
2015,"Jasper County","05000US28061",65.1
2015,"Iberia Parish","05000US22045",65.1
2015,"Humboldt County","05000US32013",65.1
2017,"Jefferson County","05000US13163",65.1
2016,"San Saba County","05000US48411",65.1
2017,"St. Landry Parish","05000US22097",65.0
2015,"Denver County, CO","05000US08031",65.0
2015,"Caldwell County","05000US21033",65.0
2016,"Marlboro County","05000US45069",65.0
2015,"Swain County","05000US37173",65.0
2017,"Yalobusha County","05000US28161",65.0
2015,"Elbert County","05000US13105",65.0
2015,"Dallas County","05000US05039",65.0
2017,"Pittsburg County","05000US40121",65.0
2015,"Troup County","05000US13285",65.0
2015,"Lawrence County","05000US28077",64.9
2016,"Prentiss County","05000US28117",64.9
2015,"Lee County","05000US37105",64.9
2015,"Montgomery County","05000US28097",64.9
2015,"Henderson County","05000US48213",64.9
2017,"Lamar County","05000US48277",64.9
2016,"Union County","05000US12125",64.9
