year,geo_name,geo,teen_births
2016,"Santa Cruz County","05000US04023",53.3
2016,"Barry County","05000US29009",53.3
2017,"Copiah County","05000US28029",53.3
2017,"Houston County","05000US48225",53.3
2017,"Shannon County","05000US29203",53.3
2016,"Scotts Bluff County","05000US31157",53.2
2017,"Armstrong County","05000US48011",53.2
2015,"St. Martin Parish","05000US22099",53.2
2017,"Amite County","05000US28005",53.2
2017,"Butler County","05000US21031",53.2
2015,"Clark County, OH","05000US39023",53.2
2016,"Umatilla County","05000US41059",53.2
2015,"Adams County","05000US39001",53.2
2015,"Gooding County","05000US16047",53.2
2016,"Lowndes County","05000US28087",53.2
2016,"Hardin County","05000US48199",53.2
2017,"Jackson County","05000US18071",53.2
2015,"Hertford County","05000US37091",53.1
2016,"Ziebach County","05000US46137",53.1
2016,"Livingston County","05000US21139",53.1
2017,"Marion County","05000US48315",53.1
2016,"Owen County","05000US21187",53.1
2016,"Sevier County","05000US47155",53.1
2016,"Putnam County","05000US13237",53.1
2015,"Oregon County","05000US29149",53.1
2015,"Tulsa County, OK","05000US40143",53.1
2017,"Calhoun County","05000US28013",53.1
2016,"Pulaski County, AR","05000US05119",53.1
2015,"Clarke County","05000US28023",53.1
2017,"Newton County","05000US28101",53.1
2017,"DeKalb County","05000US01049",53.1
2017,"Del Norte County","05000US06015",53.1
2016,"Claiborne County","05000US28021",53.1
2016,"Schleicher County","05000US48413",53.0
2015,"Daviess County","05000US21059",53.0
2017,"Sequatchie County","05000US47153",53.0
2015,"Pulaski County","05000US17153",53.0
2017,"Jackson County","05000US48239",53.0
2015,"Choctaw County","05000US28019",53.0
2016,"Saline County","05000US17165",53.0
2015,"Greene County","05000US13133",53.0
2016,"West Carroll Parish","05000US22123",53.0
2017,"Baltimore city, MD","05000US24510",53.0
2016,"Boone County","05000US05009",53.0
2017,"Hopkins County","05000US48223",53.0
2015,"Montgomery County, AL","05000US01101",53.0
2016,"Jefferson County","05000US17081",53.0
2016,"LaSalle Parish","05000US22059",53.0
2015,"Panola County","05000US48365",52.9
2017,"Pershing County","05000US32027",52.9
2016,"Union County","05000US21225",52.9
2017,"Graves County","05000US21083",52.9
2015,"Vermilion Parish","05000US22113",52.9
2017,"Walthall County","05000US28147",52.9
2015,"Taney County","05000US29213",52.9
2016,"Benewah County","05000US16009",52.9
2017,"Johnson County","05000US05071",52.9
2015,"Cleveland County, NC","05000US37045",52.9
2015,"McCracken County","05000US21145",52.9
2015,"Clay County","05000US01027",52.9
2016,"Saline County","05000US20169",52.8
2016,"Creek County","05000US40037",52.8
2016,"Conecuh County","05000US01035",52.8
2016,"Panola County","05000US48365",52.8
2015,"Hamilton County","05000US48193",52.8
2016,"St. Bernard Parish","05000US22087",52.8
2017,"Grundy County","05000US47061",52.8
2017,"Colfax County","05000US31037",52.8
2017,"Lee County","05000US51105",52.8
2016,"Gooding County","05000US16047",52.8
2017,"Freestone County","05000US48161",52.8
2015,"Mitchell County","05000US37121",52.8
2017,"Lewis County","05000US21135",52.8
2017,"Liberty County","05000US12077",52.7
2015,"Dallas County","05000US29059",52.7
2017,"Lake County","05000US08065",52.7
2017,"Prairie County","05000US05117",52.7
2016,"Ross County","05000US39141",52.7
2017,"Panola County","05000US48365",52.7
2017,"Ouachita Parish, LA","05000US22073",52.7
2015,"Columbia County","05000US05027",52.7
2017,"Suwannee County","05000US12121",52.7
2017,"Union Parish","05000US22111",52.7
2016,"Cassia County","05000US16031",52.6
2016,"Elko County","05000US32007",52.6
2017,"Colfax County","05000US35007",52.6
2017,"Grayson County, TX","05000US48181",52.6
2016,"Clark County, OH","05000US39023",52.6
2015,"Cleburne County","05000US05023",52.6
2017,"Tift County","05000US13277",52.6
2015,"Pulaski County","05000US13235",52.6
2017,"Pottawatomie County","05000US40125",52.6
2017,"Barnwell County","05000US45011",52.6
2015,"Georgetown County","05000US45043",52.6
2017,"Campbell County","05000US47013",52.6
2016,"Marshall County","05000US47117",52.6
2015,"Allen County","05000US21003",52.6
2015,"Woodson County","05000US20207",52.6
2016,"Harris County, TX","05000US48201",52.6
2016,"Madison County","05000US29123",52.5
2017,"Nobles County","05000US27105",52.5
2017,"Cullman County","05000US01043",52.5
2015,"Gaston County, NC","05000US37071",52.5
2017,"Scott County","05000US18143",52.5
2015,"Luce County","05000US26095",52.5
2015,"Rockcastle County","05000US21203",52.5
2016,"Greene County","05000US28041",52.5
2017,"Walker County","05000US13295",52.5
2017,"Adams County","05000US39001",52.5
2015,"Bledsoe County","05000US47007",52.5
2017,"Haralson County","05000US13143",52.5
2017,"Scotts Bluff County","05000US31157",52.5
2015,"Brown County","05000US48049",52.4
2017,"Kings County, CA","05000US06031",52.4
2015,"Dent County","05000US29065",52.4
2017,"Montague County","05000US48337",52.4
2016,"Grimes County","05000US48185",52.4
2015,"Pickens County","05000US13227",52.4
2015,"Stephens County","05000US13257",52.4
2016,"Knott County","05000US21119",52.4
2017,"Marion County","05000US47115",52.4
2017,"Benewah County","05000US16009",52.3
2017,"Miller County","05000US13201",52.3
2015,"Vinton County","05000US39163",52.3
2015,"Lawrence County","05000US01079",52.3
2015,"Rutherford County","05000US37161",52.3
2015,"Richland County, OH","05000US39139",52.3
2016,"Clay County","05000US28025",52.3
2016,"White Pine County","05000US32033",52.3
2015,"Gibson County","05000US47053",52.3
2015,"Sweetwater County","05000US56037",52.3
2015,"Colbert County","05000US01033",52.3
2015,"Camden County","05000US13039",52.3
2017,"Lee County","05000US45061",52.2
2016,"Pearl River County","05000US28109",52.2
2015,"Nottoway County","05000US51135",52.2
2015,"Henry County","05000US51089",52.2
2015,"Elkhart County, IN","05000US18039",52.2
2016,"Tom Green County, TX","05000US48451",52.2
2015,"Forrest County","05000US28035",52.2
2016,"Wayne County, NC","05000US37191",52.2
2017,"Washita County","05000US40149",52.2
2016,"Iron County","05000US29093",52.2
2015,"Jackson County, MO","05000US29095",52.2
2016,"McDowell County","05000US37111",52.2
2016,"Macon County, IL","05000US17115",52.2
2017,"Washington County","05000US29221",52.2
2016,"Lawrence County","05000US47099",52.2
2015,"Lawrence County","05000US47099",52.2
2015,"Lake County","05000US30047",52.2
2015,"Calhoun County","05000US54013",52.2
2015,"Hardin County","05000US47071",52.2
2016,"Marion County, IN","05000US18097",52.1
2015,"Lafayette County","05000US05073",52.1
2017,"Dooly County","05000US13093",52.1
2016,"St. Martin Parish","05000US22099",52.1
2016,"Menard County","05000US48327",52.1
2016,"Neosho County","05000US20133",52.1
2017,"Houston County","05000US47083",52.1
2015,"Warren County","05000US37185",52.1
2016,"Parmer County","05000US48369",52.1
2015,"Sedgwick County, KS","05000US20173",52.1
2017,"Lander County","05000US32015",52.1
2017,"Boyd County","05000US21019",52.1
2017,"Hall County","05000US31079",52.1
2017,"Livingston County","05000US21139",52.0
2017,"Jack County","05000US48237",52.0
2015,"Wapello County","05000US19179",52.0
2016,"Russell County","05000US01113",52.0
2017,"Rapides Parish, LA","05000US22079",52.0
2016,"McCracken County","05000US21145",52.0
2015,"Caldwell County","05000US37027",52.0
2016,"Wheeler County","05000US48483",52.0
2015,"Carroll County","05000US47017",52.0
2016,"Meriwether County","05000US13199",52.0
2017,"Harrison County","05000US48203",52.0
2016,"Hall County, GA","05000US13139",52.0
2016,"McCormick County","05000US45065",52.0
2016,"Hinds County, MS","05000US28049",52.0
2016,"Montgomery County","05000US29139",52.0
2015,"Grant County","05000US54023",51.9
2016,"McIntosh County","05000US13191",51.9
2017,"Crenshaw County","05000US01041",51.9
2015,"Tyrrell County","05000US37177",51.9
2015,"Greenwood County","05000US45047",51.9
2017,"Stone County","05000US05137",51.9
2015,"Cumberland County, NC","05000US37051",51.9
2017,"Alleghany County","05000US37005",51.9
2015,"Randolph County","05000US54083",51.9
2016,"Allen County","05000US21003",51.9
2016,"Choctaw County","05000US28019",51.9
2016,"Bexar County, TX","05000US48029",51.9
2017,"Morgan County","05000US08087",51.9
2015,"Adams County, CO","05000US08001",51.9
2015,"Sterling County","05000US48431",51.9
2016,"Garland County","05000US05051",51.9
2017,"Iberville Parish","05000US22047",51.8
2016,"Grand County","05000US49019",51.8
2016,"Sullivan County","05000US18153",51.8
2015,"Pawnee County","05000US40117",51.8
2015,"Fayette County","05000US01057",51.8
2017,"Clark County","05000US21049",51.8
2017,"Heard County","05000US13149",51.8
2017,"Crawford County","05000US05033",51.8
2015,"Perry County","05000US18123",51.8
2016,"Rockcastle County","05000US21203",51.8
2016,"Greene County","05000US01063",51.8
2017,"Apache County","05000US04001",51.8
2016,"Colbert County","05000US01033",51.8
2015,"Wood County","05000US48499",51.8
2017,"Jefferson County","05000US17081",51.8
2015,"Fisher County","05000US48151",51.8
2017,"Iron County","05000US29093",51.7
2017,"White County","05000US47185",51.7
2017,"Shelby County, TN","05000US47157",51.7
2017,"Gilmer County","05000US13123",51.7
2015,"Nicholas County","05000US21181",51.7
2016,"Lincoln County","05000US47103",51.7
2016,"Houston County, AL","05000US01069",51.7
2016,"Campbell County","05000US56005",51.7
2015,"Milwaukee County, WI","05000US55079",51.7
2015,"Lincoln County","05000US05079",51.7
2015,"Highland County","05000US39071",51.7
2016,"Jefferson Davis Parish","05000US22053",51.7
2015,"West Carroll Parish","05000US22123",51.7
2016,"Calhoun County","05000US54013",51.7
2016,"Scott County","05000US20171",51.7
2017,"Washington Parish","05000US22117",51.7
2016,"Uintah County","05000US49047",51.7
2015,"Oconee County","05000US45073",51.7
2015,"Tangipahoa Parish, LA","05000US22105",51.7
2016,"Habersham County","05000US13137",51.7
2015,"Jasper County","05000US13159",51.6
2017,"Denver County, CO","05000US08031",51.6
2015,"Kanawha County, WV","05000US54039",51.6
2016,"Greene County","05000US37079",51.6
2015,"Knott County","05000US21119",51.6
2015,"McNairy County","05000US47109",51.6
2017,"Montgomery County","05000US29139",51.6
2017,"Gordon County","05000US13129",51.6
2015,"Cherokee County","05000US01019",51.6
2015,"Randolph County, NC","05000US37151",51.6
2016,"Franklin County","05000US48159",51.6
2016,"Carter County","05000US29035",51.6
2016,"Fayette County","05000US39047",51.6
2017,"Hardin County","05000US48199",51.6
2016,"Lanier County","05000US13173",51.5
2015,"Anderson County, SC","05000US45007",51.5
2016,"Etowah County, AL","05000US01055",51.5
2015,"Orangeburg County","05000US45075",51.5
2017,"Madera County, CA","05000US06039",51.5
2017,"Jefferson County, TX","05000US48245",51.5
2015,"Menard County","05000US48327",51.5
2015,"Calcasieu Parish, LA","05000US22019",51.5
2015,"Randolph County","05000US01111",51.5
2015,"Sullivan County","05000US18153",51.5
2016,"Daviess County","05000US21059",51.5
2015,"Madison County","05000US29123",51.5
2017,"Hampton County","05000US45049",51.5
2017,"Muhlenberg County","05000US21177",51.5
2017,"Jackson Parish","05000US22049",51.5
2015,"Kershaw County","05000US45055",51.5
2016,"Hunt County","05000US48231",51.5
2015,"Scott County","05000US20171",51.5
2017,"Santa Cruz County","05000US04023",51.4
2015,"Carter County","05000US21043",51.4
2017,"Massac County","05000US17127",51.4
2017,"Taylor County, TX","05000US48441",51.4
2016,"Lancaster County","05000US45057",51.4
2015,"Van Zandt County","05000US48467",51.4
2016,"Carbon County","05000US56007",51.4
2015,"Lanier County","05000US13173",51.4
2016,"Nottoway County","05000US51135",51.4
2017,"Lincoln County","05000US28085",51.4
2015,"Scioto County","05000US39145",51.4
2015,"Polk County, FL","05000US12105",51.4
2017,"Roosevelt County","05000US35041",51.4
2015,"Greene County","05000US01063",51.3
2016,"Crawford County","05000US29055",51.3
2015,"Rains County","05000US48379",51.3
2016,"Fayette County","05000US01057",51.3
2017,"Bedford County","05000US47003",51.3
2015,"Manatee County, FL","05000US12081",51.3
2016,"Lubbock County, TX","05000US48303",51.3
2017,"Custer County","05000US40039",51.3
2017,"Richland Parish","05000US22083",51.3
2015,"Bourbon County","05000US21017",51.3
2017,"Grainger County","05000US47057",51.3
2015,"Lake County","05000US26085",51.3
2017,"Mercer County","05000US21167",51.3
2016,"Carter County","05000US21043",51.2
2016,"Grundy County","05000US47061",51.2
2016,"Winston County","05000US01133",51.2
2016,"Stephens County","05000US13257",51.2
2015,"Talladega County","05000US01121",51.2
2016,"Northampton County","05000US37131",51.2
2016,"Philadelphia County, PA","05000US42101",51.2
2016,"Lake County","05000US30047",51.2
2016,"Independence County","05000US05063",51.2
2015,"Florence County, SC","05000US45041",51.2
2017,"Wilson County","05000US37195",51.2
2015,"Hawkins County","05000US47073",51.1
2017,"Hart County","05000US21099",51.1
2016,"Clayton County, GA","05000US13063",51.1
2017,"Chesterfield County","05000US45025",51.1
2016,"Crittenden County","05000US21055",51.1
2016,"Fresno County, CA","05000US06019",51.1
2016,"Johnson County, TX","05000US48251",51.1
2016,"Las Animas County","05000US08071",51.1
2016,"Henderson County","05000US47077",51.1
2015,"Monroe County","05000US21171",51.1
2016,"Bay County, FL","05000US12005",51.1
2016,"Randolph County","05000US13243",51.1
2015,"Spartanburg County, SC","05000US45083",51.0
2016,"Cleburne County","05000US05023",51.0
2015,"Monterey County, CA","05000US06053",51.0
2017,"Montezuma County","05000US08083",51.0
2016,"Franklin County","05000US17055",51.0
2015,"Cowley County","05000US20035",51.0
2017,"Kearny County","05000US20093",51.0
2017,"Lee County","05000US21129",51.0
2015,"Livingston County","05000US21139",51.0
2015,"Oceana County","05000US26127",51.0
2016,"De Baca County","05000US35011",51.0
2017,"Umatilla County","05000US41059",51.0
2016,"Robertson County","05000US47147",51.0
2015,"Armstrong County","05000US48011",51.0
2015,"Delta County","05000US48119",51.0
2015,"Jefferson County","05000US12065",50.9
2017,"Rockcastle County","05000US21203",50.9
2015,"Cassia County","05000US16031",50.9
2017,"Pendleton County","05000US21191",50.9
2017,"Sevier County","05000US47155",50.9
2016,"Beltrami County","05000US27007",50.9
2015,"Huerfano County","05000US08055",50.9
2017,"Marshall County","05000US28093",50.9
2015,"Custer County","05000US40039",50.9
2015,"Hardin County, KY","05000US21093",50.9
2015,"Bartholomew County","05000US18005",50.9
2017,"Lauderdale County","05000US28075",50.9
2016,"Newberry County","05000US45071",50.9
2015,"Bibb County","05000US01007",50.9
2015,"Brewster County","05000US48043",50.9
2017,"Carter County","05000US21043",50.8
2016,"Gibson County","05000US47053",50.8
2015,"Watonwan County","05000US27165",50.8
2017,"Harrison County, MS","05000US28047",50.8
2017,"Dakota County","05000US31043",50.8
2017,"McIntosh County","05000US13191",50.8
2017,"Crockett County","05000US47033",50.7
2015,"Perry County","05000US01105",50.7
2017,"Columbus County","05000US37047",50.7
2017,"McDowell County","05000US37111",50.7
2017,"Dickenson County","05000US51051",50.7
2015,"Dewey County","05000US40043",50.7
2015,"Carson City County","05000US32510",50.7
2015,"Douglas County","05000US29067",50.7
2017,"Schleicher County","05000US48413",50.7
2015,"Benton County","05000US29015",50.7
2017,"Dillingham Census Area","05000US02070",50.7
2017,"Fulton County","05000US05049",50.7
2015,"Nicholas County","05000US54067",50.7
2017,"Anson County","05000US37007",50.7
2015,"Jackson County","05000US12063",50.7
2017,"Conecuh County","05000US01035",50.7
2016,"Maury County","05000US47119",50.7
2015,"Grainger County","05000US47057",50.7
2017,"Madison County","05000US29123",50.7
2016,"Luce County","05000US26095",50.7
2016,"Nicholas County","05000US54067",50.7
2016,"Fannin County","05000US48147",50.7
2016,"Marshall County","05000US19127",50.6
2016,"Putnam County","05000US29171",50.6
2015,"Edwards County","05000US20047",50.6
2017,"Union County","05000US21225",50.6
2016,"Georgetown County","05000US45043",50.6
2017,"Monroe County","05000US01099",50.6
2016,"Greene County","05000US13133",50.6
2015,"Loudon County","05000US47105",50.6
2015,"Fall River County","05000US46047",50.5
2016,"Custer County","05000US40039",50.5
2017,"Harrison County","05000US29081",50.5
2015,"Hood County","05000US48221",50.5
2015,"Clarendon County","05000US45027",50.5
2017,"Beaufort County","05000US37013",50.5
2017,"Little River County","05000US05081",50.5
2016,"Sumter County, SC","05000US45085",50.5
2017,"Tom Green County, TX","05000US48451",50.5
2016,"Pinal County, AZ","05000US04021",50.5
2016,"Richland County, OH","05000US39139",50.5
2016,"Pettis County","05000US29159",50.5
2015,"Cochise County, AZ","05000US04003",50.5
2017,"Nicholas County","05000US54067",50.5
2016,"Hardin County","05000US47071",50.5
2015,"Montgomery County","05000US29139",50.4
2015,"Garfield County","05000US08045",50.4
2016,"Real County","05000US48385",50.4
2016,"Pulaski County","05000US13235",50.4
2015,"Grundy County","05000US47061",50.4
2015,"Yuba County","05000US06115",50.4
2015,"Gallia County","05000US39053",50.4
2016,"Brown County","05000US48049",50.4
2015,"Bristol Bay Borough","05000US02060",50.4
2016,"Clarke County","05000US28023",50.4
2015,"Montrose County","05000US08085",50.4
2015,"Marion County, FL","05000US12083",50.4
2017,"Jackson County","05000US01071",50.3
2017,"Monroe County","05000US28095",50.3
2017,"Henry County","05000US21103",50.3
2017,"Henry County","05000US47079",50.3
2016,"Tulsa County, OK","05000US40143",50.3
2015,"Randolph County","05000US29175",50.3
2017,"Barber County","05000US20007",50.3
2017,"Kerr County","05000US48265",50.3
2016,"Kanawha County, WV","05000US54039",50.3
2016,"Vinton County","05000US39163",50.3
2016,"Blackford County","05000US18009",50.3
2016,"Lawrence County","05000US01079",50.3
2015,"Wetzel County","05000US54103",50.3
2015,"Marion County","05000US21155",50.3
2016,"Grant County","05000US54023",50.3
2017,"Norton city","05000US51720",50.3
2016,"Clay County","05000US01027",50.3
2016,"Dallas County","05000US29059",50.3
2016,"Burleson County","05000US48051",50.3
2016,"Greenwood County","05000US45047",50.2
2015,"Smith County, TX","05000US48423",50.2
2015,"Lunenburg County","05000US51111",50.2
2015,"Valencia County","05000US35061",50.2
2017,"St. Bernard Parish","05000US22087",50.2
2015,"Burke County","05000US37023",50.2
2016,"Cleveland County, NC","05000US37045",50.2
2017,"Bent County","05000US08011",50.2
2016,"Pulaski County","05000US51155",50.2
2017,"Duplin County","05000US37061",50.2
2015,"Cass County","05000US27021",50.2
2015,"Nowata County","05000US40105",50.2
2016,"Martin County","05000US37117",50.2
2015,"East Feliciana Parish","05000US22037",50.2
2016,"Upshur County","05000US48459",50.2
2017,"Allen County","05000US21003",50.2
2015,"Van Buren County","05000US47175",50.2
2017,"Pearl River County","05000US28109",50.2
2017,"Wilkinson County","05000US13319",50.2
2016,"Tishomingo County","05000US28141",50.2
2017,"Cleburne County","05000US05023",50.1
2015,"Norfolk city, VA","05000US51710",50.1
2015,"Trousdale County","05000US47169",50.1
2015,"Putnam County","05000US29171",50.1
2015,"Wilkes County","05000US37193",50.1
2016,"Vermilion Parish","05000US22113",50.1
2015,"Bladen County","05000US37017",50.1
2015,"Morgan County","05000US29141",50.1
2017,"Claiborne County","05000US28021",50.1
2017,"Creek County","05000US40037",50.1
2015,"Tarrant County, TX","05000US48439",50.1
2017,"Braxton County","05000US54007",50.1
2015,"Searcy County","05000US05129",50.1
2016,"Pawnee County","05000US40117",50.1
2017,"Calhoun County","05000US54013",50.1
2017,"Lake County","05000US30047",50.1
2016,"Saguache County","05000US08109",50.1
2017,"Boone County","05000US05009",50.1
2016,"Grainger County","05000US47057",50.1
2016,"Sedgwick County, KS","05000US20173",50.1
2016,"Sweetwater County","05000US56037",50.1
2016,"Delta County","05000US48119",50.1
2016,"Chowan County","05000US37041",50.1
2016,"Trousdale County","05000US47169",50.1
2017,"Comanche County, OK","05000US40031",50.0
2017,"Cooke County","05000US48097",50.0
2017,"LaSalle Parish","05000US22059",50.0
2016,"Tangipahoa Parish, LA","05000US22105",50.0
2015,"Lawrence County","05000US18093",50.0
2016,"Montgomery County, AL","05000US01101",50.0
2017,"Lawrence County","05000US47099",50.0
2015,"Lawrence County","05000US29109",50.0
2017,"Montgomery County","05000US20125",50.0
2015,"Catoosa County","05000US13047",50.0
2015,"Miller County","05000US29131",50.0
2016,"Elkhart County, IN","05000US18039",50.0
2015,"Pershing County","05000US32027",49.9
2016,"Wapello County","05000US19179",49.9
2016,"Franklin County","05000US05047",49.9
2017,"Saguache County","05000US08109",49.9
2015,"Churchill County","05000US32001",49.9
2015,"Pulaski County","05000US51155",49.9
2015,"Sussex County, DE","05000US10005",49.9
2017,"Irwin County","05000US13155",49.9
2017,"Clay County","05000US13061",49.9
2017,"Trousdale County","05000US47169",49.8
2017,"Roane County","05000US54087",49.8
2015,"Colorado County","05000US48089",49.8
2016,"Cherokee County","05000US01019",49.8
2017,"Sullivan County","05000US18153",49.8
2017,"Madison County","05000US05087",49.8
2015,"Newton County","05000US29145",49.8
2015,"Fairfield County","05000US45039",49.8
2016,"Bartholomew County","05000US18005",49.8
2015,"Saluda County","05000US45081",49.8
2015,"Medina County","05000US48325",49.8
2015,"Kaufman County, TX","05000US48257",49.8
2016,"Highlands County, FL","05000US12055",49.8
2015,"Tishomingo County","05000US28141",49.8
2016,"Taylor County","05000US21217",49.8
2016,"Jackson County, MS","05000US28059",49.7
2017,"Choctaw County","05000US28019",49.7
2015,"Levy County","05000US12075",49.7
2017,"Jefferson Davis Parish","05000US22053",49.7
2015,"St. John the Baptist Parish","05000US22095",49.7
2015,"Fallon County","05000US30025",49.7
2017,"Mobile County, AL","05000US01097",49.7
2017,"Lawrence County","05000US01079",49.7
2015,"Pennington County, SD","05000US46103",49.7
2016,"Calcasieu Parish, LA","05000US22019",49.7
2016,"Rutherford County","05000US37161",49.7
2017,"McCracken County","05000US21145",49.7
2017,"Pontotoc County","05000US40123",49.7
2017,"Pulaski County","05000US51155",49.6
2016,"Madison County","05000US05087",49.6
2015,"Bastrop County","05000US48021",49.6
2017,"Baca County","05000US08009",49.6
2015,"Wilcox County","05000US01131",49.6
2015,"Walton County","05000US12131",49.6
2015,"Hancock County","05000US47067",49.6
2015,"Fentress County","05000US47049",49.6
2016,"Mitchell County","05000US37121",49.6
2016,"Monroe County","05000US21171",49.6
2016,"Taney County","05000US29213",49.6
2015,"Fayette County","05000US47047",49.6
2017,"Greene County","05000US28041",49.6
2017,"Kleberg County","05000US48273",49.6
2015,"Larue County","05000US21123",49.6
2017,"Huerfano County","05000US08055",49.6
2017,"Sussex County","05000US51183",49.6
2015,"Audrain County","05000US29007",49.6
2017,"Coosa County","05000US01037",49.6
2017,"Pulaski County, AR","05000US05119",49.6
2016,"Conejos County","05000US08021",49.6
2017,"Elko County","05000US32007",49.5
2017,"Parmer County","05000US48369",49.5
2015,"Izard County","05000US05065",49.5
2017,"Marion County","05000US01093",49.5
2015,"Catawba County, NC","05000US37035",49.5
2017,"Harrison County","05000US21097",49.5
2016,"Perry County","05000US18123",49.5
2016,"Highland County","05000US39071",49.5
2017,"St. Martin Parish","05000US22099",49.5
2016,"Roane County","05000US54087",49.5
2015,"Pamlico County","05000US37137",49.5
2016,"Douglas County","05000US29067",49.5
2017,"Franklin County","05000US17055",49.5
2015,"Smith County","05000US47159",49.5
2017,"Garland County","05000US05051",49.5
2016,"Crenshaw County","05000US01041",49.5
2016,"Cowley County","05000US20035",49.5
2016,"Lake County","05000US26085",49.5
2015,"Lavaca County","05000US48285",49.5
2016,"Mohave County, AZ","05000US04015",49.5
2017,"Hoke County","05000US37093",49.5
2017,"Bay County, FL","05000US12005",49.5
2016,"Lawrence County","05000US29109",49.5
2015,"Glades County","05000US12043",49.5
2017,"Otero County","05000US08089",49.5
2015,"Montgomery County","05000US05097",49.4
2016,"Columbia County","05000US05027",49.4
2015,"Craighead County, AR","05000US05031",49.4
2015,"Clare County","05000US26035",49.4
2017,"Johnson County","05000US13167",49.4
2016,"Wilkinson County","05000US13319",49.4
2016,"Van Zandt County","05000US48467",49.4
2015,"Lampasas County","05000US48281",49.4
2017,"Meriwether County","05000US13199",49.4
2016,"Jackson County, MO","05000US29095",49.4
2015,"Manassas city","05000US51683",49.4
2015,"Macon County","05000US37113",49.4
2015,"Laramie County","05000US56021",49.4
2016,"Nicholas County","05000US21181",49.4
2016,"Anderson County, SC","05000US45007",49.4
2015,"Pike County","05000US05109",49.4
2015,"Cedar County","05000US29039",49.4
2016,"Lamar County","05000US01075",49.4
2017,"Real County","05000US48385",49.3
2017,"Etowah County, AL","05000US01055",49.3
2016,"Orangeburg County","05000US45075",49.3
2016,"Caldwell County","05000US37027",49.3
2015,"Calhoun County, AL","05000US01015",49.3
2017,"Houston County, AL","05000US01069",49.3
2015,"Major County","05000US40093",49.3
2015,"Bossier Parish, LA","05000US22015",49.3
2017,"Woodson County","05000US20207",49.3
2017,"Gooding County","05000US16047",49.3
2017,"Beaver County","05000US49001",49.3
2016,"Lawrence County","05000US18093",49.3
2017,"Russell County","05000US51167",49.3
2017,"Lanier County","05000US13173",49.3
2017,"Hill County","05000US48217",49.3
2017,"Daviess County","05000US21059",49.2
2016,"Clarendon County","05000US45027",49.2
2015,"Franklin County","05000US17055",49.2
2015,"Torrance County","05000US35057",49.2
2017,"Northampton County","05000US37131",49.2
2016,"Colorado County","05000US48089",49.2
2015,"Rowan County, NC","05000US37159",49.2
2015,"Coosa County","05000US01037",49.2
2016,"Canyon County, ID","05000US16027",49.2
2017,"Saline County","05000US20169",49.2
2015,"McLennan County, TX","05000US48309",49.2
2015,"Union County","05000US17181",49.2
2015,"Worth County","05000US13321",49.2
2015,"Wilkes County","05000US13317",49.2
2015,"Morgan County, AL","05000US01103",49.2
2017,"Nicholas County","05000US21181",49.2
2017,"Tangipahoa Parish, LA","05000US22105",49.2
2015,"Decatur County","05000US47039",49.2
2015,"Scott County","05000US51169",49.2
2016,"Izard County","05000US05065",49.1
2017,"Lenoir County","05000US37107",49.1
2016,None,"05000US02201",49.1
2017,"Cumberland County","05000US21057",49.1
2015,"Shawnee County, KS","05000US20177",49.1
2017,"Upshur County","05000US48459",49.1
2017,"Kanawha County, WV","05000US54039",49.1
2016,"Cumberland County, NC","05000US37051",49.1
2015,"Clark County","05000US29045",49.1
2015,"Lake and Peninsula Borough","05000US02164",49.1
2016,"Oconee County","05000US45073",49.1
2015,"Taylor County","05000US21217",49.0
2015,"Clinton County","05000US18023",49.0
2017,"Macon County, IL","05000US17115",49.0
2016,"Cass County","05000US18017",49.0
2015,"Cass County","05000US18017",49.0
2016,"Randolph County, NC","05000US37151",49.0
2016,"Bartow County, GA","05000US13015",49.0
2017,"Independence County","05000US05063",49.0
2016,"Camden County","05000US13039",49.0
2017,"Pueblo County, CO","05000US08101",49.0
2017,"Harris County, TX","05000US48201",49.0
2017,"Greene County","05000US13133",49.0
2017,"Caldwell County","05000US48055",49.0
2015,"Dickson County","05000US47043",49.0
2017,"Ross County","05000US39141",49.0
2017,"Runnels County","05000US48399",49.0
2017,"Brown County","05000US48049",49.0
2015,"Tyler County","05000US54095",49.0
2015,"Floyd County","05000US13115",49.0
2015,"Blackford County","05000US18009",48.9
2015,"Merced County, CA","05000US06047",48.9
2015,"Sullivan County, TN","05000US47163",48.9
2017,"Fayette County","05000US39047",48.9
2017,"Livingston County","05000US29117",48.9
2017,"Greene County","05000US01063",48.9
2017,"Cherokee County","05000US01019",48.9
2016,"East Feliciana Parish","05000US22037",48.9
2016,"Cochise County, AZ","05000US04003",48.9
2015,"Latimer County","05000US40077",48.9
2016,"Hawkins County","05000US47073",48.9
2017,"Marshall County","05000US19127",48.9
2016,"Hancock County","05000US47067",48.9
2017,"White Pine County","05000US32033",48.8
2016,"Milwaukee County, WI","05000US55079",48.8
2016,"Scioto County","05000US39145",48.8
2017,"Pettis County","05000US29159",48.8
2016,"Lander County","05000US32015",48.8
2016,"Coosa County","05000US01037",48.8
2015,"Peoria County, IL","05000US17143",48.8
2017,"Lafayette County","05000US12067",48.8
2015,"Cherokee County","05000US40021",48.8
2015,"Lawrence County","05000US39087",48.8
2015,"Rock Island County, IL","05000US17161",48.8
2017,"Haskell County","05000US20081",48.8
2016,"Fairfield County","05000US45039",48.8
2015,"Kenton County, KY","05000US21117",48.8
2016,"Searcy County","05000US05129",48.8
2016,"Stoddard County","05000US29207",48.7
